"Agency","Subagency","accountID","Title","Obligation"
"Environmental Protection Agency","Environmental Protection Agency",1758,"Office of Inspector General, Environmental Protection Agency",24450111.74
"Environmental Protection Agency","Environmental Protection Agency",1759,"Office of Inspector General - Recovery Act, Environmental Protection Agency",0
"Environmental Protection Agency","Environmental Protection Agency",1754,"Science and Technology, Environmental Protection Agency",383299021.05
"Environmental Protection Agency","Environmental Protection Agency",1756,"Energy Research and Development, Environmental Protection Agency",0
"Environmental Protection Agency","Environmental Protection Agency",1755,"Environmental Programs and Management, Environmental Protection Agency",1145299590.32
"Environmental Protection Agency","Environmental Protection Agency",1773,"Exxon Valdez Settlement Fund, Environmental Protection Agency",0
"Environmental Protection Agency","Environmental Protection Agency",1757,"Buildings and Facilities, Environmental Protection Agency",3635240.52
"Environmental Protection Agency","Environmental Protection Agency",1752,"State and Tribal Assistance Grants, Environmental Protection Agency",396943982.25
"Environmental Protection Agency","Environmental Protection Agency",1751,"State and Tribal Assistance Grants - Recovery Act, Environmental Protection Agency",0
"Environmental Protection Agency","Environmental Protection Agency",1765,"Water Infrastructure Finance and Innovation Program Account, Environmental Protection Agency",0
"Environmental Protection Agency","Environmental Protection Agency",1762,"Payment to the Hazardous Substances Superfund, Environmental Protection Agency",462580950.57
"Environmental Protection Agency","Environmental Protection Agency",1774,"Pesticide Registration Fund, Environmental Protection Agency",4581701.49
"Environmental Protection Agency","Environmental Protection Agency",1766,"Reregistration and Expedited Processing Revolving Fund, Environmental Protection Agency",10932496.37
"Environmental Protection Agency","Environmental Protection Agency",1767,"Revolving Fund for Certification and Other Services, Environmental Protection Agency",0
"Environmental Protection Agency","Environmental Protection Agency",1769,"Hazardous Waste Electronic Manifest System Fund, Environmental Protection Agency",2523986.76
"Environmental Protection Agency","Environmental Protection Agency",1770,"Damage Assessment and Restoration Revolving Fund, Environmental Protection Agency",320529.72
"Environmental Protection Agency","Environmental Protection Agency",1772,"Working Capital Fund, Environmental Protection Agency",110180692.49
"Environmental Protection Agency","Environmental Protection Agency",1760,"Abatement, Control and Compliance Loan Program, Environmental Protection Agency",0
"Environmental Protection Agency","Environmental Protection Agency",1783,"Hazardous Substance Superfund, Environmental Protection Agency",561536509
"Environmental Protection Agency","Environmental Protection Agency",1785,"Hazardous Substance Superfund - Recovery Act, Environmental Protection Agency",280859.06
"Environmental Protection Agency","Environmental Protection Agency",1784,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",105333065.51
"Environmental Protection Agency","Environmental Protection Agency",1786,"Leaking Underground Storage Tank Trust Fund Program - Recovery Act, Environmental Protection Agency",0
"Environmental Protection Agency","Environmental Protection Agency",1787,"Inland Oil Spill Programs, Environmental Protection Agency",13777656.14
"US Agencies - Non-CFO Act","Executive Office of the President, The White House",204,"Salaries and Expenses, the White House, Executive Office of the President",29783306.89
"US Agencies - Non-CFO Act","Executive Office of the President, The White House",171,"Compensation of the President, Executive Office of the President",33915.48
"US Agencies - Non-CFO Act","Executive Office of the President, Special Assistance to the President and the Official Residence of the Vice President",232,"Salaries and Expenses, Special Assistance to the President, Executive Office of the President",2087090.79
"US Agencies - Non-CFO Act","Executive Office of the President, Special Assistance to the President and the Official Residence of the Vice President",206,"Operating Expenses, Official Residence of the Vice President, Executive Office of the President",82760.08
"US Agencies - Non-CFO Act","Executive Office of the President, Council on Environmental Quality and Office of Environmental Quality",231,"Council on Environmental Quality and Office of Environmental Quality, Executive",1334779.41
"US Agencies - Non-CFO Act","Executive Office of the President, Office of Administration",180,"Salaries and Expenses, Office of Administration, Executive",47096883.11
"US Agencies - Non-CFO Act","Executive Office of the President, Office of Administration",202,"Presidential Transition Administrative Support, Executive Office of the President",5700512.48
"US Agencies - Non-CFO Act","Executive Office of the President, Office of Management and Budget",207,"Salaries and Expenses, Office of Management and Budget, Executive Office of the President",51161095.08
"US Agencies - Non-CFO Act","Executive Office of the President, Office of National Drug Control Policy",233,"Salaries and Expenses, Office of National Drug Control Policy, Executive Office of the President",10711399.86
"US Agencies - Non-CFO Act","Executive Office of the President, Office of the United States Trade Representative",208,"Salaries and Expenses, Office of the United States Trade Representative, Executive Office of the President",28749872.12
"US Agencies - Non-CFO Act","Executive Office of the President, Unanticipated Needs",179,"Unanticipated Needs, Executive Office of the President",0
"US Agencies - Non-CFO Act","Executive Office of the President, Unanticipated Needs",175,"Data-Driven Innovation, Funds Appropriated to the President, Executive Office of the President",22403.87
"US Agencies - Non-CFO Act","Executive Office of the President, Unanticipated Needs",177,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",0
"US Agencies - Non-CFO Act","Executive Office of the President, Unanticipated Needs",178,"Information Technology Oversight and Reform, Funds Appropriated to the President, Executive Office of the President",12195189.61
"General Services Administration","Real Property Activities",1618,"Federal Buildings Fund, General Services Administration",5826211194.75
"General Services Administration","Real Property Activities",1619,"Federal Buildings Fund - Recovery Act, General Services Administration",0
"General Services Administration","Real Property Activities",1611,"Real Property Relocation, General Services Administration",0
"General Services Administration","Real Property Activities",1623,"Expenses, Disposal of Surplus Real and Related Personal Property, General Services Administration",507603.98
"General Services Administration","Real Property Activities",1631,"Unconditional Gifts of Real, Personal, or Other Property, General Services Administration",0
"General Services Administration","Supply and Technology Activities",1622,"Expenses of Transportation Audit Contracts and Contract Administration, General Services Administration",8288539.69
"General Services Administration","Supply and Technology Activities",1616,"Acquisition Services Fund, General Services Administration",5896759241.67
"General Services Administration","General Activities",1608,"Expenses, Government-Wide Policy, General Services Administration",32784161.32
"General Services Administration","General Activities",1605,"Operating Expenses, General Services Administration",30770851.47
"General Services Administration","General Activities",1604,"Office of Inspector General, General Services Administration",29598244.65
"General Services Administration","General Activities",1606,"Office of Inspector General - Recovery Act, General Services Administration",0
"General Services Administration","General Activities",1612,"Expenses, Electronic Government (E-Gov) Fund, General Services Administration",0
"General Services Administration","General Activities",1602,"Allowances and Office Staff for Former Presidents, General Services Administration",1687561.91
"General Services Administration","General Activities",1603,"Expenses, Presidential Transition, General Services Administration",4511317.14
"General Services Administration","General Activities",1613,"Pre-Election Presidential Transition, General Services Administration",4056082.73
"General Services Administration","General Activities",1625,"Acquisition Workforce Training Fund, General Services Administration",6516923.35
"General Services Administration","General Activities",1621,"Federal Citizen Services Fund, General Services Administration",30318558.37
"General Services Administration","General Activities",1617,"Working Capital Fund, General Services Administration",394665557.12
"US Agencies - Non-CFO Act","International Assistance Programs, Millennium Challenge Corporation",3189,"Expenses, Millennium Challenge Corporation",53412516.06
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance",2242,"Economic Support Fund, Funds Appropriated to the President",2199192339.04
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance",2247,"Central America and the Caribbean Emergency Disaster Recovery Fund, Agency for International Development",0
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance",224,"Foreign Military Financing Program, Funds Appropriated to the President",4870059297.32
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance",225,"Pakistan Counterinsurgency Capability Fund, Funds Appropriated to the President",0
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance",223,"International Military Education and Training, Funds Appropriated to the President",68930842.93
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance",214,"Peacekeeping Operations, Funds Appropriated to the President, State",139246606.16
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance",222,"Non-Proliferation, Anti-Terrorism, Demining and Related Programs, International Security Assistance, State",208228058.33
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance",220,"Nonproliferation and Disarmament Fund, Funds Appropriated to the President",0
"US Agencies - Non-CFO Act","International Assistance Programs, International Security Assistance",217,"Global Security Contingency Fund, State",2653689.39
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",193,"Contribution to the African Development Bank, Funds Appropriated to the President",19574175
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",191,"Contribution to the African Development Fund, Funds Appropriated to the President",100784147
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",236,"Global Agriculture and Food Security Program",31978043
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",189,"Contribution to the International Bank for Reconstruction and Development, Funds Appropriated to the President",13963421
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",190,"Contribution to the International Finance Corporation, Funds Appropriated to the President",0
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",182,"Global Environment Facility, Funds Appropriated to the President",96535755
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",186,"Contribution to the International Development Association, Funds Appropriated to the President",686815615
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",194,"Contribution to the Multilateral Investment Guarantee Agency, Funds Appropriated to the President",0
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",185,"Contribution to the Inter-American Development Bank, Funds Appropriated to the President",21939727
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",188,"Contribution to the Asian Development Bank, Funds Appropriated to the President",0
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",183,"Contribution to the Asian Development Fund, Funds Appropriated to the President",60227346
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",196,"Contribution to the European Bank for Reconstruction and Development, Funds Appropriated to the President",0
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",212,"Contribution to the North American Development Bank, Funds Appropriated to the President",0
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",215,"Contributions to the International Fund for Agricultural Development, Funds Appropriated to the President",18318861
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",218,"International Affairs Technical Assistance",29279232.07
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",1122,"International Organizations and Programs, Funds Appropriated to the President",1354156
"US Agencies - Non-CFO Act","International Assistance Programs, Multilateral Assistance",199,"Debt Restructuring, Funds Appropriated to the President",0
"Agency for International Development","Agency for International Development",2234,"Development Assistance, Agency for International Development, Funds Appropriated to the President",1529243545.53
"Agency for International Development","Agency for International Development",2235,"Food and Nutrition, Development Assistance, Economic Assistance, Funds Appropriated to the President",0
"Agency for International Development","Agency for International Development",2236,"Population Planning and Health, Development Assistance, Economic Assistance, Funds Appropriated to the President",0
"Agency for International Development","Agency for International Development",2237,"Education and Human Resources Development, Development Assistance, Economic Assistance, Funds Appropriated to the President",0
"Agency for International Development","Agency for International Development",2246,"Child Survival and Health Program Fund, Agency for International Development",564941.7
"Agency for International Development","Agency for International Development",2240,"HIV/AIDS Working Capital Fund, Agency for International Development",314981121
"Agency for International Development","Agency for International Development",2232,"Sub-Saharan Africa, Development Assistance, Funds Appropriated to the President",0
"Agency for International Development","Agency for International Development",2231,"Sahel Development Program, Funds Appropriated to the President",0
"Agency for International Development","Agency for International Development",2222,"Assistance for Europe, Eurasia, and Central Asia, Funds Appropriated to the President, US Agency for International Development",227349432.83
"Agency for International Development","Agency for International Development",2230,"Assistance for Eastern Europe and the Baltic States, Funds Appropriated to the President",0
"Agency for International Development","Agency for International Development",2245,"Assistance for the Independent States of the Former Soviet Union, Funds Appropriated to the President",72350
"Agency for International Development","Agency for International Development",2241,"International Disaster Assistance, Funds Appropriated to the President, US Agency for International Development",902224141.49
"Agency for International Development","Agency for International Development",2244,"Sub-Saharan Africa Disaster Assistance, Funds Appropriated to the President",0
"Agency for International Development","Agency for International Development",2227,"Operating Expenses of the United States Agency for International Development, Funds Appropriated to the President",535845381.21
"Agency for International Development","Agency for International Development",2217,"Capital Investment Fund of the United States Agency for International Development, Funds Appropriated to the President",2122237.56
"Agency for International Development","Agency for International Development",2238,"Transition Initiatives, Funds Appropriated to the President, US Agency for International Development",11645786.92
"Agency for International Development","Agency for International Development",2225,"Assistance for the New Independent States of the Former Soviet Union:  Ukraine Export Credit Insurance Program Account",0
"Agency for International Development","Agency for International Development",2221,"Civilian Stabilization Initiative, Funds Appropriated to the President, Agency for International Development",445978.83
"Agency for International Development","Agency for International Development",2229,"Operating Expenses of the United States Agency for International Development, Office of Inspector General, Funds Appropriated to the President",30758788.19
"Agency for International Development","Agency for International Development",2253,"Property Management Fund, Agency for International Development",0
"Agency for International Development","Agency for International Development",2263,"Working Capital Fund, International Assistance Program",5398418.68
"Agency for International Development","Agency for International Development",2264,"Acquisition of Property Revolving Fund, Agency for International Development",0
"Agency for International Development","Agency for International Development",2265,"Loan Guarantees to Israel Program, Reimbursements of Administrative Expenses, Agency for International Development",0
"Agency for International Development","Agency for International Development",2220,"Loans Guarantees to Egypt Program Account, International Assistance Programs, Agency for International Development",0
"Agency for International Development","Agency for International Development",2226,"MENA Loan Guarantee Program Account, Funds Appropriated to the President, US Agency for International Development",255312109
"Agency for International Development","Agency for International Development",2224,"Urban and Environmental Credit Program Account, Agency for International Development",0
"Agency for International Development","Agency for International Development",2255,"Housing and Other Credit Guaranty Programs, Liquidating Account, Agency for International Development",5016081.57
"Agency for International Development","Agency for International Development",2223,"Micro and Small Enterprise Development Program Account, Agency for International Development",0
"Agency for International Development","Agency for International Development",2256,"Private Sector Revolving Fund, Liquidating Account, Agency for  International Development",0
"Agency for International Development","Agency for International Development",2248,"Development Credit Authority, United States Agency for International Development",5913628.27
"Agency for International Development","Agency for International Development",2250,"Development Loan Fund, Executive",3886121.66
"Agency for International Development","Agency for International Development",2272,"Foreign National Employees Separation Liability Fund, Agency for International Development",16358577.39
"Agency for International Development","Agency for International Development",2273,"Technical Assistance, United States Dollars Advanced from Foreign Governments, Agency for International Development",0
"Agency for International Development","Agency for International Development",2274,"Gifts and Donations, Agency for International Development",37826339.76
"US Agencies - Non-CFO Act","International Assistance Programs, Trade and Development Agency",210,"Trade and Development Agency, Funds Appropriated to the President",16267275.43
"US Agencies - Non-CFO Act","International Assistance Programs, Peace Corps",200,"Peace Corps, Funds Appropriated to the President",198843739.18
"US Agencies - Non-CFO Act","International Assistance Programs, African Development Foundation",209,"African Development Foundation, Funds Appropriated to the President",10904026.06
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2541,"Science, National Aeronautics and Space Administration",2438386752.21
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2547,"Aeronautics, National Aeronautics and Space Administration",244169970.75
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2550,"Space Technology, National Aeronautics Space Administration",220883936.13
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2545,"Exploration, National Aeronautics and Space Administration",2102970225.91
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2548,"Education, National Aeronautics and Space Administration",17258945.39
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2543,"Safety, Security and Mission Services, National Aeronautics and Space Administration",2380344589.6
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2549,"Construction and Environmental Compliance and Restoration, National Aeronautics and Space Administration",189948371.57
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2538,"Space Flight Capabilities, National Aeronautics and Space Administration",2690471538.2
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2533,"Office of Inspector General, National Aeronautics and Space Administration",18515942.17
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2537,"Science, Aeronautics, and Exploration, National Aeronautics and Space Administration",179461.25
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2535,"Human Space Flight, National Aeronautics and Space Administration",0
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2534,"Science, Aeronautics and Technology, National Aeronautics and Space Administration",3728.54
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2536,"Mission Support, National Aeronautics and Space Administration",8.79
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2551,"Working Capital Fund, National Aeronautics and Space Administration",203861270.86
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2559,"Science, Space and Technology Education Trust Fund, National Aeronautics and Space Administration",500000
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2557,"Endeavor Teacher Fellowship Trust Fund, National Aeronautics and Space Administration",0
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2560,"Gifts and Donations, National Aeronautics and Space Administration",350000
"National Aeronautics and Space Administration","National Aeronautics and Space Administration",2558,"National Space Grant Program, National Aeronautics and Space Administration",0
"National Science Foundation","National Science Foundation",1632,"Research and Related Activities, National Science Foundation",1227226521.71
"National Science Foundation","National Science Foundation",1640,"Major Research Equipment and Facilities Construction, National Science Foundation",80382758.04
"National Science Foundation","National Science Foundation",1636,"Agency Operations and Award Management, National Science Foundation",166080423.99
"National Science Foundation","National Science Foundation",1639,"Office of the National Science Board, National Science Foundation",1864405.62
"National Science Foundation","National Science Foundation",1637,"Office of Inspector General, National Science Foundation",6417965.35
"National Science Foundation","National Science Foundation",1638,"Office of Inspector General - Recovery Act, National Science Foundation",0
"National Science Foundation","National Science Foundation",1634,"Education and Human Resources, National Science Foundation",110040996.39
"National Science Foundation","National Science Foundation",1642,"Salaries and Expenses, H-1B Funded, Education  and Human Resources, National Science Foundation",30732374.49
"National Science Foundation","National Science Foundation",1644,"Donations, National Science Foundation",28675539.84
"Office of Personnel Management","Office of Personnel Management",1451,"Salaries and Expenses, Office of Personnel Management",169957046.51
"Office of Personnel Management","Office of Personnel Management",1456,"OPM Building Delegation Fund, Office of Personnel Management",4808064.78
"Office of Personnel Management","Office of Personnel Management",1454,"Salaries and Expenses, Office of Inspector General, Office of Personnel Management",12790881.57
"Office of Personnel Management","Office of Personnel Management",1453,"Government Payment for Annuitants, Employees' Health Benefits, Office of Personnel Management",6302557466.67
"Office of Personnel Management","Office of Personnel Management",1455,"Government Payment for Annuitants, Employee Life Insurance     Benefits, Office of Personnel Management",21296244.4
"Office of Personnel Management","Office of Personnel Management",1452,"Payment to Civil Service Retirement and Disability Fund, Office of Personnel Management",18732000000
"Office of Personnel Management","Office of Personnel Management",1457,"Flexible Benefits Plan Reserve, Office of Personnel Management",6231403.36
"Office of Personnel Management","Office of Personnel Management",1459,"Postal Service Contributions for Retiree Health Benefits, Office of Personnel Management",1714019061.92
"Office of Personnel Management","Office of Personnel Management",1458,"Revolving Fund, Undistributed SIBAC Chargebacks for Philadelphia, PA, Office of Personnel Management",595943308.58
"Office of Personnel Management","Office of Personnel Management",1463,"Civil Service Retirement and Disability Fund, Office of Personnel Management",41780337254.32
"Office of Personnel Management","Office of Personnel Management",1464,"Employees' Life Insurance Fund, Office of Personnel Management",1499940828.5
"Office of Personnel Management","Office of Personnel Management",1466,"Retired Employees' Health Benefits Fund, Office of Personnel Management",168404.49
"Office of Personnel Management","Office of Personnel Management",1465,"Employees' Health Benefits Fund, Office of Personnel Management",25090944530.11
"Small Business Administration","Small Business Administration",2275,"Salaries and Expenses, Small Business Administration",295760784.18
"Small Business Administration","Small Business Administration",2296,"Business Assistance Trust Fund, Small Business Administration",5759.9
"Small Business Administration","Small Business Administration",2277,"Office of Inspector General, Small Business Administration",9907329.26
"Small Business Administration","Small Business Administration",2278,"Office of Inspector General - Recovery Act, Small Business Administration",0
"Small Business Administration","Small Business Administration",2279,"Office of Advocacy, Small Business Administration",3935337.45
"Small Business Administration","Small Business Administration",2280,"Entrepreneurial Development Programs, Small Business Administration",57723639.5
"Small Business Administration","Small Business Administration",2290,"Surety Bond Guarantees Revolving Fund, Small Business Administration",10187620.44
"Small Business Administration","Small Business Administration",2291,"Surety Bond Guarantees Revolving Fund - Recovery Act, Small Business Administration",4963.4
"Small Business Administration","Small Business Administration",2282,"Business Loans Program Account, Small Business Administration",82724292.57
"Small Business Administration","Small Business Administration",2289,"Business Loan and Investment Fund, Liquidating Account, Small Business Administration",383218.03
"Small Business Administration","Small Business Administration",2281,"Disaster Loans Program Account, Small Business Administration",83310897.25
"Small Business Administration","Small Business Administration",2288,"Disaster Loan Fund, Liquidating Account, Small Business Administration",54500.54
"Social Security Administration","Social Security Administration",1488,"Payments to Social Security Trust Funds, Social Security Administration",18493648932.8
"Social Security Administration","Social Security Administration",1495,"Payments for Credits Against Social Security Contributions, Social Security Administration",8168.38
"Social Security Administration","Social Security Administration",1490,"Administrative Costs, The Medicare Improvements for Patients and Providers Act, Social Security Administration",0
"Social Security Administration","Social Security Administration",1491,"Administrative Expenses, Children's Health Insurance Program, Social Security Administration",8413
"Social Security Administration","Social Security Administration",1489,"Supplemental Security Income Program, Social Security Administration",31234718051.82
"Social Security Administration","Social Security Administration",1486,"Special Benefits for Certain World War II Veterans, Social Security Administration",1533482.79
"Social Security Administration","Social Security Administration",1485,"Office of the Inspector General, Social Security Administration",49991740.31
"Social Security Administration","Social Security Administration",1492,"Limitation on Administrative Expenses - Recovery Act, Social Security Administration",0
"Social Security Administration","Social Security Administration",1496,"State Supplemental Fees, Social Security Administration",51170058.23
"Social Security Administration","Social Security Administration",1500,"Federal Old-Age and Survivors Insurance Trust Fund - Treasury Managed, Social Security Administration",397582949677.99
"Social Security Administration","Social Security Administration",1501,"Federal Disability Insurance Trust Fund - Treasury Managed, Social Security Administration",73238153346.81
"Social Security Administration","Social Security Administration",1502,"Salaries and Expenses, Social Security Administration",5873740246.84
"US Agencies - Non-CFO Act","Access Board",3028,"Salaries and Expenses, Access Board",3856735.53
"US Agencies - Non-CFO Act","Advisory Council on Historic Preservation",3018,"Salaries and Expenses, Advisory Council on Historic Preservation",4216847.63
"US Agencies - Non-CFO Act","Barry Goldwater Scholarship and Excellence in Education Foundation",3029,"Trust Fund, the Barry Goldwater Scholarship and Excellence in Education Fund",389828.68
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",3177,"International Broadcasting Operations, Broadcasting Board of Governors",336432521.92
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",3178,"Broadcasting to Cuba, Broadcasting Board of Governors",0
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",3185,"Miscellaneous Trust Fund, Broadcasting Board of Governors",0
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",3176,"Broadcasting Capital Improvements, Broadcasting Board of Governors",1177834
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",3179,"Buying Power Maintenance, Broadcasting Board of Governors",0
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",3184,"Foreign Service National Separation Liability Trust Fund, Broadcasting Board of Governors",244643.89
"US Agencies - Non-CFO Act","Bureau of Consumer Financial Protection",3208,"Bureau of Consumer Financial Protection Fund, Bureau of Consumer Financial Protection",314590505.24
"US Agencies - Non-CFO Act","Bureau of Consumer Financial Protection",3209,"Consumer Financial Civil Penalty Fund, Bureau of Consumer Financial Protection",34250771.54
"US Agencies - Non-CFO Act","Chemical Safety and Hazard Investigation Board",3166,"Salaries and Expenses, Chemical Safety and Hazard Investigation Board",4876875.76
"US Agencies - Non-CFO Act","Chemical Safety and Hazard Investigation Board",3167,"Emergency Fund, Chemical Safety and Hazard Investigation Board",0
"US Agencies - Non-CFO Act","Commission of Fine Arts",3033,"Salaries and Expenses, Commission of Fine Arts",815.78
"US Agencies - Non-CFO Act","Commission of Fine Arts",3034,"National Capital Arts and Cultural Affairs, Commission of Fine Arts",0
"US Agencies - Non-CFO Act","Commission on Civil Rights",3037,"Salaries and Expenses, Commission on Civil Rights",4758255.91
"US Agencies - Non-CFO Act","Committee for Purchase from People Who Are Blind or Severely Disabled, Committee for Purchase from People who are Blind or Severely Disabled, activities",3039,"Salaries and Expenses, Committee for Purchase from People Who Are Blind or Severely Disabled",2730845.99
"US Agencies - Non-CFO Act","Commodity Futures Trading Commission",3040,"Expenses, Commodity Futures Trading Commission",119709735.48
"US Agencies - Non-CFO Act","Commodity Futures Trading Commission",3041,"Commodity Futures Trading Commission Customer Protection Fund, Commodity Futures Trading Commission",6473294.4
"US Agencies - Non-CFO Act","Consumer Product Safety Commission",1742,"Salaries and Expenses, Consumer Product Safety Commission",56263657.12
"US Agencies - Non-CFO Act","Consumer Product Safety Commission",1743,"Gifts and Donations, Consumer Product Safety Commission",0
"US Agencies - Non-CFO Act","Corporation for National and Community Service",3152,"Operating Expenses, Corporation for National and Community Service",132901603.13
"US Agencies - Non-CFO Act","Corporation for National and Community Service",3151,"Payment to National Service Trust, Corporation for National and Community Service",125603450
"US Agencies - Non-CFO Act","Corporation for National and Community Service",3148,"Office of Inspector General, Corporation for National and Community Service",1858660.88
"US Agencies - Non-CFO Act","Corporation for National and Community Service",3154,"Office of Inspector General-Recovery Act, Corporation for National and Community Service",0
"US Agencies - Non-CFO Act","Corporation for National and Community Service",3149,"Salaries and Expenses, Corporation for National and Community Service",38468460.36
"US Agencies - Non-CFO Act","Corporation for National and Community Service",3150,"Vista Advance Payment Revolving Fund, Corporation for National and Community Service",6066080.49
"US Agencies - Non-CFO Act","Corporation for National and Community Service",3159,"Gifts and Contributions, Corporation for National and Community Service",840
"US Agencies - Non-CFO Act","Corporation for National and Community Service",3158,"National Service Trust, Corporation for National and Community Service",19226927.41
"US Agencies - Non-CFO Act","Corporation for Public Broadcasting",1199,"Public Broadcasting Fund, Corporation for Public Broadcasting, Treasury",445000000
"US Agencies - Non-CFO Act","Council of the Inspectors General on Integrity and Efficiency",3199,"Inspectors General Council Fund, Council of the Inspectors General on Integrity and Efficiency",6423729.6
"US Agencies - Non-CFO Act","Court Services and Offender Supervision Agency for the District of Columbia",3169,"Salaries and Expenses, Federal Payment to the Court Services and Offender Supervision Agency for the District of Columbia",103901900.11
"US Agencies - Non-CFO Act","Defense Nuclear Facilities Safety Board",3050,"Salaries and Expenses, Defense Nuclear Facilities Safety Board",13087330.34
"US Agencies - Non-CFO Act","Delta Regional Authority",3186,"Salaries and Expenses, Delta Regional Authority",1931635.04
"US Agencies - Non-CFO Act","Denali Commission",3172,"Expenses, Denali Commission",7625787.15
"US Agencies - Non-CFO Act","Denali Commission",3175,"Denali Commission Trust Fund",795429.17
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts",1245,"Federal Payment to the District of Columbia Judicial Survivors and Annuity Fund, Treasury",0
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts",1362,"District of Columbia Judicial Retirement and Survivor's Annuity Fund, Treasury",6917961.73
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1248,"Federal Payment for Resident Tuition Support, Treasury",22948777
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1264,"Federal Payment to the Criminal Justice Coordinating Council, Treasury",1090066
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1242,"Federal Payment for the District of Columbia National Guard, Treasury",249567
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1266,"Federal Payment for Judicial Commissions, Treasury",324150
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1267,"Federal Payment for Testing and Treatment of HIV/AIDS, Treasury",2868596
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1255,"Federal Payment for Emergency Planning and Security Costs in the District of Columbia, Treasury",7458352
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1246,"Federal Payment to the Federal District of Columbia Pension Fund, Treasury",0
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1305,"District of Columbia Federal Pension Fund, Treasury",365963190.11
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1292,"Federal Payment for Water and Sewer Services, Treasury",46344108.1
"US Agencies - Non-CFO Act","Election Assistance Commission",3190,"Salaries and Expenses, Election Assistance Commission",3620413.87
"US Agencies - Non-CFO Act","Election Assistance Commission",3191,"Election Reform Programs, Election Assistance Commission",0
"US Agencies - Non-CFO Act","Election Assistance Commission",3192,"Election Data Collections Grants, Election Assistance Commission",0
"US Agencies - Non-CFO Act","Equal Employment Opportunity Commission",1595,"Salaries and Expenses, Equal Employment Opportunity Commission",168820654.99
