zip,value
77898,3576858
77899,3443664
77900,2755014
77901,1432998
77902,1718128
77903,3813065
77904,3749758
77905,3974777
77906,2487901
77907,2961961
77908,1329049
77909,2746769
77910,3042134
77911,2930564
77912,3119176
77913,2025367
77914,3455429
77915,2175410
77916,1382142
77917,1611079
77918,3750397
77919,3611069
77920,1367738
77921,1044598
77922,2554826
77923,3340503
77924,1256089
77925,2172995
77926,1699902
77927,2529507
77928,2121782
77929,3984061
77930,2815470
77931,2082203
77932,3602167
77933,2433443
77934,1720180
77935,3251912
77936,2000310
77937,1275519
77938,2182669
77939,3241888
77940,2145292
77941,3343561
77942,3706414
77943,3758768
77944,1436993
77945,2056062
77946,3411140
77947,2635695
77948,1988267
77949,2649758
77950,3389888
77951,2616360
77952,2538486
77953,2890213
77954,1294450
77955,2238333
77956,2459418
77957,3568533
77958,1508223
77959,3414436
77960,3535250
77961,3905618
77962,3175621
77963,3361991
77964,3012654
77965,3569219
77966,2730530
77967,2318484
77968,3685406
77969,1939832
77970,2176619
77971,2828805
77972,3663834
77973,3362223
77974,1166376
77975,3578380
77976,2209571
77977,1380130
77978,2740387
77979,1840237
77980,1025488
77981,1500466
77982,2813110
77983,2600330
77984,1148183
77985,2890496
77986,2923238
77987,3870845
77988,2136518
77989,3478010
77990,3189233
77991,1108672
77992,1887490
77993,1620371
77994,2671325
77995,2049852
77996,3951910
77997,1840985
77998,3024959
77999,3587912
78000,2187499
78001,2691177
78002,2177663
78003,2959694
78004,3012461
78005,2891819
78006,3001177
78007,1619946
78008,1949352
78009,2103436
78010,3606319
78011,3276124
78012,2489022
78013,2170948
78014,1102388
78015,3859538
78016,3289951
78017,2532896
78018,1122445
78019,3285366
78020,2027174
78021,1821881
78022,2665782
78023,1916293
78024,2144821
78025,3925016
78026,3188567
78027,1941642
78028,3784736
78029,1167647
78030,2009342
78031,1715328
78032,3934141
78033,3832103
78034,1873859
78035,3498787
78036,1104953
78037,1822210
78038,3681307
78039,2645220
78040,3426695
78041,1024677
78042,3709995
78043,2882916
78044,2484497
78045,1186919
78046,3577636
78047,1754280
78048,1814761
78049,2816557
78050,1825980
78051,2117083
78052,3498599
78053,3950618
78054,3099303
78055,3723746
78056,2581890
78057,1248122
78058,2990653
78059,3915747
78060,1516015
78061,2163616
78062,2699972
78063,3894308
78064,2540988
78065,2669137
78066,1461749
78067,2787732
78068,2810062
78069,2329217
78070,2004181
78071,1914593
78072,2876493
78073,3168302
78074,1905966
78075,1798755
78076,1853054
78077,3699302
78078,2025210
78079,2505785
78080,1110405
78081,1651468
78082,3664371
78083,2905909
78084,2861854
78085,1247260
78086,1830020
78087,1373071
78088,3538051
78089,1117467
78090,2993751
78091,2974565
78092,2432074
78093,3579413
78094,1512051
78095,2527584
78096,2508997
78097,2640078
78098,1268530
78099,3592060
78100,3672818
78101,3838177
78102,2928904
78103,1934029
78104,2666191
78105,3770787
78106,2012174
78107,2271052
78108,3271169
78109,3216013
78110,3551104
78111,2803962
78112,1322103
78113,2292515
78114,1953181
78115,3945278
78116,2446691
78117,3425459
78118,1644886
78119,1710770
78120,1496455
78121,3002605
78122,3264194
78123,1882758
78124,1597009
78125,3121811
78126,1954570
78127,1288017
78128,3745416
78129,1831172
78130,3708887
78131,1715469
78132,1311761
78133,2654439
78134,2877116
78135,3510631
78136,3053833
78137,3023148
78138,2374402
78139,2480984
78140,2994959
78141,3335716
78142,1769950
78143,2180603
78144,3113582
78145,1848940
78146,3591356
78147,3650327
78148,1479915
78149,2533813
78150,2058877
78151,2747703
78152,2491487
78153,3368383
78154,1028248
78155,1609543
78156,2581098
78157,2879066
78158,3884398
78159,1851677
78160,1862729
78161,3939731
78162,3997819
78163,2831727
78164,2942785
78165,2742644
78166,3493164
78167,1519873
78168,3395358
78169,1910213
78170,1799503
78171,1237333
78172,1940700
78173,3901219
78174,3523177
78175,3699914
78176,1902487
78177,3747917
78178,2377460
78179,3895776
78180,2492234
78181,2560220
78182,2347418
78183,1747641
78184,1979716
78185,3101137
78186,3139791
78187,1752095
78188,2470586
78189,1031450
78190,1675726
78191,2417860
78192,2605788
78193,1520802
78194,2246636
78195,3058329
78196,1365370
78197,3406905
78198,1633163
78199,3780141
78200,2529271
78201,1943822
78202,1862262
78203,3942337
78204,1641454
78205,2069416
78206,2386982
78207,1223232
78208,1559859
78209,2019430
78210,3106553
78211,1528300
78212,2878011
78213,1562279
78214,3764993
78215,2266636
78216,3565012
78217,3182755
78218,1109466
78219,1516341
78220,2535377
78221,1809739
78222,3545189
78223,2352812
78224,2557257
78225,1540310
78226,1600398
78227,3793017
78228,2522585
78229,2613139
78230,3102399
78231,2606673
78232,3165047
78233,2247349
78234,2093406
78235,1665527
78236,3855114
78237,1953470
78238,3932046
78239,3774225
78240,1701746
78241,3970344
78242,2135395
78243,1892765
78244,3276880
78245,2856451
78246,1511306
78247,3166774
78248,1262180
78249,3779254
78250,1759731
78251,2321189
78252,1073868
78253,2029694
78254,1513619
78255,1253692
78256,1020505
78257,1097756
78258,3539931
78259,2145386
78260,1349235
78261,1360495
78262,2018128
78263,3802637
78264,2731796
78265,3878577
78266,2101695
78267,3786493
78268,1159870
78269,1799027
78270,2872923
78271,2481458
78272,2226706
78273,3005613
78274,3029739
78275,1569800
78276,2115963
78277,2545988
78278,1327403
78279,3343918
78280,1385147
78281,1278208
78282,2914961
78283,2124750
78284,1518470
78285,2790909
78286,2934167
78287,1280689
78288,2975275
78289,1154500
78290,2852113
78291,3585429
78292,1513323
78293,1665995
78294,3545375
78295,3873809
78296,1861207
78297,1098736
78298,2753602
78299,2639466
78300,3927776
78301,1151923
78302,2865279
78303,2081867
78304,1028071
78305,3928040
78306,1700118
78307,2911408
78308,2136232
78309,3219151
78310,3233590
78311,1791688
78312,2313661
78313,3064442
78314,2069788
78315,3939953
78316,2339740
78317,3955320
78318,1651896
78319,3478606
78320,3219449
78321,1000116
78322,2775413
78323,1802216
78324,1098667
78325,1519242
78326,1962065
78327,2660281
78328,3756316
78329,3566692
78330,3427448
78331,2154798
78332,1044160
78333,2612502
78334,1433139
78335,1101015
78336,2836692
78337,1055803
78338,1578316
78339,1549017
78340,3101723
78341,3967541
78342,1203594
78343,2898489
78344,2049640
78345,2318333
78346,2578289
78347,3181875
78348,1019772
78349,2913418
78350,1240700
78351,3804716
78352,2029895
78353,1048373
78354,1888603
78355,3440437
78356,1842986
78357,2865611
78358,1740658
78359,2640547
78360,1150655
78361,2398369
78362,3742943
78363,1521913
78364,1551976
78365,2346196
78366,3805619
78367,1265269
78368,2185223
78369,1623001
78370,1397127
78371,3887304
78372,2660293
78373,1998110
78374,1382819
78375,1949656
78376,1585351
78377,2900068
78378,1732459
78379,3266003
78380,1579078
78381,2318356
78382,3457690
78383,1737698
78384,3043235
78385,3815875
78386,3162665
78387,1433439
78388,2774889
78389,1743667
78390,3808081
78391,2136937
78392,3000523
78393,1932565
78394,2798271
78395,3128071
78396,3563418
78397,3218245
78398,3047287
78399,3767836
78400,1400397
78401,3973972
78402,1708917
78403,2572489
78404,2277292
78405,1719513
78406,2984719
78407,3101298
78408,3275302
78409,1239118
78410,1183603
78411,3061282
78412,1763801
78413,3026685
78414,2897368
78415,3945378
78416,2426470
78417,3099291
78418,3315692
78419,1520329
78420,2956509
78421,1179881
78422,1611877
78423,3414809
78424,3771816
78425,3101971
78426,2090517
78427,2665659
78428,2704630
78429,2908781
78430,2925052
78431,2838903
78432,3683433
78433,1179986
78434,2911237
78435,2268882
78436,3169256
78437,2393814
78438,1360223
78439,1921602
78440,1546445
78441,1092090
78442,3451382
78443,1224590
78444,2779598
78445,3032978
78446,2399738
78447,3764192
78448,1216934
78449,2743036
78450,2848817
78451,2430067
78452,1210315
78453,2388382
78454,2431481
78455,1406199
78456,1063823
78457,2824727
78458,2914112
78459,3321647
78460,1451296
78461,2177831
78462,1652169
78463,2798666
78464,3552235
78465,2299545
78466,1664669
78467,2228278
78468,1441996
78469,1977792
78470,2656691
78471,3388921
78472,2019766
78473,1231853
78474,2972261
78475,2420082
78476,2331318
78477,3015242
78478,2945070
78479,3381146
78480,3442297
78481,1534563
78482,2420057
78483,3075251
78484,3325058
78485,1712442
78486,3987692
78487,3561582
78488,2966898
78489,3969435
78490,1848290
78491,2759810
78492,2841276
78493,1197951
78494,1797996
78495,2737879
78496,1704020
78497,3690411
78498,2796059
78499,2268596
78500,2233519
78501,2183461
78502,3919897
78503,2077734
78504,1601397
78505,1247833
78506,3370842
78507,1759325
78508,3341442
78509,1397383
78510,3747213
78511,2344823
78512,2540186
78513,1066662
78514,1682390
78515,2997930
78516,2281906
78517,2788789
78518,2147067
78519,3692411
78520,2316544
78521,3578446
78522,1165315
78523,2323999
78524,3317280
78525,1615791
78526,1063613
78527,1112364
78528,1527436
78529,1062214
78530,1870168
78531,3627625
78532,3189962
78533,2688868
78534,3681211
78535,2636946
78536,2791373
78537,3397758
78538,2965426
78539,1964902
78540,1036685
78541,3066877
78542,2683080
78543,2459480
78544,2348165
78545,2093114
78546,2655808
78547,2739746
78548,3923844
78549,1934705
78550,2748539
78551,1734701
78552,1392160
78553,2635775
78554,3040399
78555,3515508
78556,3726784
78557,2430137
78558,1398581
78559,1719042
78560,2888815
78561,2535240
78562,1619152
78563,2611401
78564,3443736
78565,1538797
78566,1582402
78567,1214777
78568,3460786
78569,2581559
78570,3471850
78571,1378398
78572,2477345
78573,1819704
78574,1402865
78575,2252118
78576,3468211
78577,1560152
78578,2724213
78579,3982548
78580,2394950
78581,2875689
78582,2749898
78583,3818236
78584,2786121
78585,3603942
78586,1984690
78587,2093860
78588,1169477
78589,1037944
78590,1144441
78591,1174463
78592,1962647
78593,3812630
78594,1669578
78595,3624948
78596,3108702
78597,3832149
78598,3596994
78599,1889930
78600,3504259
78601,2709058
78602,2149023
78603,2339397
78604,3157232
78605,2005238
78606,2627505
78607,2052940
78608,2740494
78609,1775531
78610,1308273
78611,1798103
78612,2164906
78613,3231405
78614,3216754
78615,3961321
78616,3136511
78617,1516643
78618,3695911
78619,1769330
78620,1501086
78621,3830016
78622,1550109
78623,1651308
78624,2957442
78625,2603094
78626,1743823
78627,1982415
78628,2942060
78629,2088067
78630,3367703
78631,2187139
78632,1082974
78633,3745451
78634,1242113
78635,2159656
78636,2606263
78637,2738787
78638,1712094
78639,3225042
78640,3309296
78641,2824395
78642,1164865
78643,3256299
78644,2950787
78645,1535873
78646,2245869
78647,3971487
78648,3408466
78649,2976935
78650,3383106
78651,1609453
78652,1696720
78653,3546682
78654,2927569
78655,2911283
78656,3596700
78657,1351144
78658,3915378
78659,3211448
78660,1016577
78661,3592831
78662,1629918
78663,2232208
78664,1708909
78665,3860547
78666,1922142
78667,2413751
78668,2760363
78669,3732988
78670,3419465
78671,1782970
78672,2913622
78673,1126004
78674,3342633
78675,3549507
78676,3147651
78677,2005071
78678,2203273
78679,3262254
78680,3468414
78681,3740695
78682,3456565
78683,3995028
78684,3386887
78685,1875723
78686,2334961
78687,1057282
78688,2133642
78689,3415823
78690,3564697
78691,1647622
78692,2457091
78693,1167695
78694,2448512
78695,3001089
78696,2819932
78697,1937308
78698,1246754
78699,1530782
78700,1699895
78701,3126958
78702,2870317
78703,2186838
78704,1545079
78705,2289020
78706,1828823
78707,3866431
78708,2529504
78709,2650359
78710,1193682
78711,1023925
78712,2941193
78713,3033803
78714,1405764
78715,2021775
78716,1846633
78717,1361657
78718,2751550
78719,3876064
78720,3139251
78721,2147190
78722,2332223
78723,3096692
78724,2560438
78725,1838709
78726,1088661
78727,1788654
78728,1726263
78729,1913679
78730,1674577
78731,1010073
78732,1332783
78733,3884103
78734,2694407
78735,1068189
78736,2185131
78737,2271490
78738,1953044
78739,2692996
78740,2646932
78741,1901854
78742,3929769
78743,1286320
78744,2314630
78745,3141047
78746,3548091
78747,2449908
78748,1280416
78749,1611796
78750,2004493
78751,1811136
78752,3397362
78753,2566203
78754,1530347
78755,1055021
78756,2344494
78757,3643209
78758,1444938
78759,2112277
78760,1205747
78761,3921029
78762,3466970
78763,3654022
78764,1638757
78765,1519729
78766,2988725
78767,2266879
78768,1267444
78769,1233937
78770,3982447
78771,2752624
78772,3962066
78773,2117030
78774,2097057
78775,2173147
78776,1698151
78777,2176251
78778,1938140
78779,3667062
78780,2504937
78781,2378173
78782,3904381
78783,1874186
78784,3820087
78785,1141992
78786,1180287
78787,3082854
78788,3915399
78789,1334119
78790,2106785
78791,3313027
78792,2724203
78793,2817531
78794,1273075
78795,2208576
78796,3780938
78797,3990221
78798,3309966
78799,3079033
78800,3445415
78801,2872528
78802,2742160
78803,2880031
78804,2484871
78805,3705882
78806,2365025
78807,1470658
78808,3902114
78809,3624581
78810,2061829
78811,2796824
78812,2502490
78813,3839254
78814,3712813
78815,2760015
78816,2674921
78817,2805888
78818,2389334
78819,3127483
78820,1204555
78821,1702827
78822,1999807
78823,2051146
78824,2025314
78825,1972390
78826,2466580
78827,2950164
78828,1338028
78829,2548863
78830,3858925
78831,1044296
78832,1761001
78833,3090691
78834,1199004
78835,3289717
78836,2729575
78837,1629599
78838,2276482
78839,1617405
78840,2275446
78841,1134485
78842,1797592
78843,2558023
78844,1096925
78845,3225201
78846,3270227
78847,2573070
78848,3168707
78849,3505202
78850,3804035
78851,1487275
78852,1525161
78853,2432732
78854,2248812
78855,1679563
78856,3148390
78857,2310005
78858,1114741
78859,1373160
78860,3273939
78861,1116412
78862,3969888
78863,1881171
78864,2280518
78865,3578053
78866,1009349
78867,1935466
78868,1224577
78869,1733005
78870,2496662
78871,3028846
78872,1771372
78873,1377101
78874,3962074
78875,2265120
78876,2129811
78877,2027469
78878,3785160
78879,1753603
78880,2823691
78881,1064256
78882,1801322
78883,2165728
78884,1445194
78885,2387929
78886,2372773
78887,2772819
78888,3666616
78889,3911720
78890,1935746
78891,3964205
78892,2544618
78893,3221301
78894,3842625
78895,1942702
78896,2243645
78897,3245789
78898,3500516
78899,3682699
78900,3133698
78901,1754377
78902,1524692
78903,1834535
78904,3198815
78905,1891526
78906,3743101
78907,1397361
78908,1334093
78909,3774244
78910,2147466
78911,1212980
78912,2217850
78913,2848054
78914,1017035
78915,2128322
78916,1461599
78917,2570660
78918,1427470
78919,2058314
78920,3054873
78921,1705095
78922,3657165
78923,1491479
78924,1733712
78925,2818419
78926,3188330
78927,2306708
78928,3985774
78929,3097255
78930,3056408
78931,1347299
78932,2416206
78933,2746266
78934,3381947
78935,1729896
78936,2335589
78937,2828092
78938,1866500
78939,2598533
78940,2009987
78941,1593653
78942,2503999
78943,1581652
78944,2685162
78945,2739753
78946,2282385
78947,2473704
78948,1015276
78949,1764407
78950,1482849
78951,3486675
78952,1252331
78953,3864006
78954,2982751
78955,1843606
78956,2735819
78957,2243882
78958,3251036
78959,1488068
78960,3835278
78961,3002783
78962,1553150
78963,2540167
78964,3895453
78965,2676738
78966,1159385
78967,2610015
78968,2849049
78969,2149832
78970,3328236
78971,3149614
78972,1426895
78973,3847569
78974,3780184
78975,3471961
78976,1204327
78977,2557174
78978,2593801
78979,1577707
78980,3305082
78981,2766494
78982,3179072
78983,3977527
78984,2221213
78985,1992304
78986,1627241
78987,3844437
78988,2546738
78989,1167736
78990,1388187
78991,3651930
78992,1891502
78993,3769593
78994,2219957
78995,3624963
78996,2659932
78997,1653358
78998,2953763
78999,3025461
79000,2336872
79001,1872232
79002,1017015
79003,2729034
79004,1367689
79005,1534395
79006,3072962
79007,3314033
79008,2297170
79009,3949863
79010,3171712
79011,2990192
79012,1467681
79013,3544025
79014,2838797
79015,2607811
79016,2675915
79017,2661205
79018,3039013
79019,3581864
79020,3131410
79021,2015739
79022,1358151
79023,2640350
79024,1093157
79025,1431395
79026,1113285
79027,1591950
79028,1671611
79029,3833164
79030,3933067
79031,3244924
79032,3557590
79033,2346976
79034,1597538
79035,3381588
79036,3386564
79037,3681009
79038,2777989
79039,2674905
79040,3232404
79041,3691765
79042,1675292
79043,2713349
79044,3510459
79045,2919900
79046,3015869
79047,2523848
79048,1067521
79049,2723724
79050,1615490
79051,1699088
79052,3478429
79053,2561529
79054,2000573
79055,3985131
79056,1370157
79057,3550752
79058,2078367
79059,3821781
79060,3684488
79061,1796138
79062,2717858
79063,2869679
79064,1221194
79065,2113404
79066,3997981
79067,3617723
79068,1214448
79069,3161398
79070,2500901
79071,3260337
79072,3413936
79073,1055056
79074,3229144
79075,2178994
79076,2120052
79077,2772795
79078,1681348
79079,3504397
79080,2468016
79081,3508426
79082,2063091
79083,1640651
79084,2279190
79085,2403032
79086,2766029
79087,2372122
79088,3565016
79089,3559288
79090,3382697
79091,2447954
79092,1419852
79093,3276669
79094,1123947
79095,2224998
79096,1451725
79097,1026688
79098,1764522
79099,3678790
79100,1604371
79101,3599788
79102,3451734
79103,3145746
79104,1533407
79105,1969640
79106,1732862
79107,3732703
79108,2729321
79109,3604375
79110,3258547
79111,1903125
79112,1260752
79113,1851432
79114,2315923
79115,2890962
79116,2029997
79117,1463464
79118,3616186
79119,1566089
79120,1409524
79121,1853115
79122,1947611
79123,1056376
79124,3950625
79125,3342619
79126,1313333
79127,3013964
79128,2446946
79129,2463568
79130,2658009
79131,1044355
79132,3003577
79133,2947402
79134,1917785
79135,3054450
79136,1155022
79137,1006999
79138,1246196
79139,3728584
79140,3553825
79141,2881534
79142,2500780
79143,3043580
79144,3823815
79145,2372862
79146,2984680
79147,2109677
79148,3397015
79149,2684128
79150,2734931
79151,2595688
79152,3890389
79153,2660211
79154,3551122
79155,2525546
79156,3811384
79157,3676195
79158,1809989
79159,3685105
79160,2651524
79161,2130266
79162,2833056
79163,2510944
79164,3940139
79165,3544075
79166,2390533
79167,2145751
79168,3420584
79169,1586446
79170,2171644
79171,1612838
79172,1082879
79173,3091787
79174,2558642
79175,3512601
79176,3848211
79177,1855447
79178,2809981
79179,1248412
79180,3391047
79181,2964821
79182,2709798
79183,3138297
79184,1680379
79185,2265509
79186,1840928
79187,2168364
79188,3107529
79189,2038170
79190,1452993
79191,2371565
79192,3073855
79193,1092052
79194,3899414
79195,1685017
79196,2313543
79197,3222234
79198,2197742
79199,3900513
79200,3480453
79201,3143141
79202,1104136
79203,1808697
79204,3828492
79205,1853777
79206,1807929
79207,1100307
79208,3839591
79209,3586439
79210,2833386
79211,3863343
79212,2673512
79213,3023743
79214,1516739
79215,3342141
79216,3300376
79217,2452084
79218,2605403
79219,1726661
79220,3109562
79221,3228070
79222,2753518
79223,3670528
79224,2756248
79225,1353550
79226,2513390
79227,3480779
79228,1931615
79229,1038438
79230,1903419
79231,2637210
79232,2439290
79233,2286428
79234,2374456
79235,1283672
79236,3483853
79237,1050157
79238,2973051
79239,1439545
79240,2064091
79241,1607454
79242,3525240
79243,1993749
79244,2992575
79245,3245321
79246,1358198
79247,2514428
79248,1807211
79249,3205315
79250,2565222
79251,3085124
79252,1527825
79253,1645634
79254,3149346
79255,3560290
79256,2210671
79257,3792487
79258,1547322
79259,2702608
79260,2195235
79261,1652393
79262,1906992
79263,1410755
79264,1678457
79265,3653726
79266,1429510
79267,2930478
79268,3159612
79269,1679277
79270,1262299
79271,2100347
79272,2283409
79273,2608519
79274,2487054
79275,3392964
79276,1474817
79277,3252740
79278,1997766
79279,3114316
79280,3130720
79281,2314886
79282,3708508
79283,1670444
79284,1604177
79285,3845308
79286,3777039
79287,2096097
79288,3451603
79289,1954365
79290,2402211
79291,3286594
79292,3233727
79293,2179926
79294,1300876
79295,3504018
79296,2409949
79297,3196221
79298,3172673
79299,2959144
79300,2329740
79301,2866571
79302,1448950
79303,2359630
79304,3795861
79305,3913807
79306,1498856
79307,2890030
79308,1627916
79309,1714545
79310,3722280
79311,1827119
79312,3252006
79313,3549217
79314,3532283
79315,1259820
79316,3421050
79317,1661735
79318,1987646
79319,3069647
79320,3814066
79321,3822490
79322,2778931
79323,1988921
79324,2387156
79325,2720936
79326,3062548
79327,3029621
79328,1459882
79329,3311689
79330,1982423
79331,3156760
79332,3852048
79333,1335338
79334,3334758
79335,1754112
79336,3416855
79337,3145198
79338,1224439
79339,3075664
79340,3993072
79341,2300566
79342,3329081
79343,3968718
79344,1059265
79345,3672269
79346,2720706
79347,3875485
79348,1688322
79349,1820881
79350,1541435
79351,2501704
79352,2045821
79353,3484268
79354,3121862
79355,1622571
79356,1116393
79357,3004767
79358,2218565
79359,2958410
79360,2134128
79361,2487569
79362,3373262
79363,3996154
79364,2109422
79365,3337448
79366,3396749
79367,3255634
79368,3038905
79369,2236823
79370,3562524
79371,2581978
79372,1347263
79373,3310798
79374,1358116
79375,1018504
79376,2355207
79377,1262191
79378,3633814
79379,1085021
79380,1965191
79381,1456374
79382,1362076
79383,2306399
79384,3894255
79385,2601070
79386,1555271
79387,1720417
79388,2290080
79389,2990845
79390,3838104
79391,2991503
79392,2128857
79393,2280206
79394,2625458
79395,2613494
79396,1792716
79397,3355564
79398,2405342
79399,1756428
79400,3913955
79401,3979634
79402,3125380
79403,2682524
79404,1168405
79405,2689973
79406,1328575
79407,3557819
79408,2541276
79409,1380623
79410,3052916
79411,2751531
79412,1819679
79413,2497539
79414,3200970
79415,3394859
79416,3828856
79417,3776482
79418,2852886
79419,1885898
79420,3900378
79421,3375171
79422,3744584
79423,1556343
79424,1067808
79425,1135693
79426,3437514
79427,3869491
79428,2545777
79429,1915894
79430,3622680
79431,3436179
79432,1109529
79433,2289213
79434,3605776
79435,2924575
79436,1154733
79437,1017249
79438,1161466
79439,2358635
79440,3663162
79441,3697572
79442,1080679
79443,3393808
79444,2010946
79445,2571477
79446,1321637
79447,2422852
79448,2269525
79449,2974234
79450,3170763
79451,1698134
79452,1090775
79453,2333156
79454,1173319
79455,2976382
79456,3864357
79457,2818377
79458,2968488
79459,2927487
79460,2990419
79461,3190048
79462,2950963
79463,2865738
79464,2804457
79465,1447756
79466,3829370
79467,1077382
79468,2321453
79469,2900089
79470,1461329
79471,3631592
79472,1706933
79473,1796038
79474,3941582
79475,3316122
79476,1587720
79477,2621414
79478,1768268
79479,1904240
79480,2176787
79481,1969360
79482,3961131
79483,1739559
79484,3657175
79485,1446756
79486,2385375
79487,2592227
79488,2008377
79489,1871563
79490,3458419
79491,2697731
79492,1756732
79493,2009265
79494,2247576
79495,1587966
79496,3116322
79497,2013020
79498,3044819
79499,3462203
79500,3654046
79501,2254996
79502,2886511
79503,1002309
79504,3491886
79505,3071892
79506,3451686
79507,1393300
79508,1326474
79509,1674902
79510,3939710
79511,2820414
79512,1271616
79513,2125265
79514,1718931
79515,3097369
79516,2753434
79517,3494582
79518,3441586
79519,1240779
79520,1259899
79521,3604373
79522,1198797
79523,3171272
79524,3429451
79525,1700537
79526,1528707
79527,3882092
79528,3076814
79529,1982649
79530,2939342
79531,3416186
79532,1948531
79533,1600279
79534,2347479
79535,3107587
79536,1503048
79537,1791936
79538,2456726
79539,2351086
79540,2797542
79541,2473775
79542,1147610
79543,2677226
79544,2739371
79545,2546237
79546,2228318
79547,1498967
79548,3394224
79549,2503297
79550,1564730
79551,3518650
79552,1445095
79553,1804815
79554,3307395
79555,1201985
79556,3201430
79557,1482822
79558,3820044
79559,3879701
79560,1907661
79561,1520547
79562,3472267
79563,1096993
79564,3436831
79565,2600034
79566,2828602
79567,3353682
79568,3425003
79569,1457044
79570,1177011
79571,2583638
79572,2466471
79573,2669033
79574,1250234
79575,2478027
79576,2939325
79577,1665059
79578,1413239
79579,3404345
79580,1929206
79581,2130246
79582,3229630
79583,3510135
79584,2246545
79585,1661264
79586,3419727
79587,1591284
79588,1430759
79589,2100780
79590,3776388
79591,1174154
79592,3978298
79593,3610948
79594,3785139
79595,2317526
79596,2405411
79597,1346816
79598,3894417
79599,2985251
79600,2404271
79601,3760188
79602,1264105
79603,3195173
79604,3938675
79605,2094129
79606,3498745
79607,3713212
79608,2226740
79609,2076651
79610,1076757
79611,1823060
79612,3502974
79613,1168953
79614,1227344
79615,3487277
79616,3951095
79617,3542781
79618,1536998
79619,3457462
79620,3567503
79621,2457358
79622,1948127
79623,1382097
79624,2172274
79625,2361876
79626,3560954
79627,1184942
79628,3399010
79629,2510950
79630,3053653
79631,3493911
79632,3677187
79633,3074109
79634,3956106
79635,3859930
79636,2475437
79637,3823259
79638,1796239
79639,1778575
79640,2118139
79641,3917620
79642,2738927
79643,3242870
79644,3258233
79645,2938620
79646,3321298
79647,3170842
79648,2582699
79649,2283523
79650,1849743
79651,1575090
79652,2590518
79653,2778423
79654,3618626
79655,2515279
79656,1951923
79657,1230537
79658,3127917
79659,3270662
79660,1290652
79661,1643796
79662,3316455
79663,2614759
79664,3854802
79665,3677377
79666,1282079
79667,2120082
79668,3009191
79669,1808967
79670,3623641
79671,2241588
79672,2108933
79673,1948423
79674,3346546
79675,3896589
79676,1726375
79677,2787251
79678,2611620
79679,2302688
79680,1829602
79681,1739713
79682,1206875
79683,3016097
79684,1492552
79685,2395966
79686,2010981
79687,1194799
79688,2935010
79689,1371026
79690,2614950
79691,1637802
79692,1048451
79693,1396725
79694,2393075
79695,2572729
79696,1119689
79697,2672620
79698,1671364
79699,3192876
79700,1330220
79701,2840361
79702,3847273
79703,1316583
79704,2360119
79705,2596537
79706,2059722
79707,2983008
79708,2299548
79709,2557539
79710,1163658
79711,1729872
79712,2757717
79713,3736240
79714,1652633
79715,1319528
79716,2763098
79717,2067889
79718,1740795
79719,2103262
79720,1598881
79721,1050682
79722,2778644
79723,2487932
79724,3569095
79725,2903477
79726,2861436
79727,2259721
79728,1740260
79729,1875412
79730,2100973
79731,3465033
79732,2953344
79733,2953815
79734,1834534
79735,1972315
79736,2252403
79737,2044050
79738,1124814
79739,1977948
79740,1199875
79741,2408989
79742,1976493
79743,3808160
79744,3076193
79745,1484516
79746,1381067
79747,2869297
79748,2214970
79749,2396578
79750,2620950
79751,3603909
79752,1251006
79753,3319357
79754,1399349
79755,1913848
79756,3589978
79757,2628731
79758,1410159
79759,2181440
79760,2448083
79761,3770494
79762,2176805
79763,3534148
79764,1470021
79765,1690869
79766,3643581
79767,3787330
79768,2160686
79769,3774146
79770,1986398
79771,2145245
79772,1788324
79773,1023569
79774,2907442
79775,2282175
79776,3984190
79777,1621067
79778,2839826
79779,1723399
79780,3581434
79781,3263314
79782,1112070
79783,2399589
79784,1114599
79785,1191031
79786,2289995
79787,1472997
79788,1942728
79789,1321888
79790,1310774
79791,1239742
79792,1259293
79793,3444071
79794,1293421
79795,1821846
79796,2060387
79797,1318059
79798,1763706
79799,3848514
79800,2632566
79801,3672160
79802,2891746
79803,1451711
79804,2233679
79805,2637169
79806,2179682
79807,3723239
79808,3494148
79809,2978482
79810,2989398
79811,1934049
79812,3652188
79813,1945090
79814,3114107
79815,1115938
79816,3944336
79817,2716004
79818,2165469
79819,3711255
79820,2633364
79821,3890804
79822,1886114
79823,2330714
79824,2917771
79825,1706893
79826,1596705
79827,2184939
79828,2692103
79829,2107224
79830,2812123
79831,1366424
79832,3645223
79833,3234538
79834,3329203
79835,2852516
79836,3579456
79837,2276021
79838,2896546
79839,3640572
79840,1780873
79841,1081512
79842,1039308
79843,1414081
79844,1490737
79845,2804975
79846,3946758
79847,3566376
79848,1453267
79849,3068154
79850,2808649
79851,3153055
79852,1164446
79853,2491266
79854,2845422
79855,2384095
79856,3172027
79857,1715783
79858,3384552
79859,2247416
79860,1519258
79861,1214875
79862,1247871
79863,3629537
79864,1600361
79865,3886260
79866,2786317
79867,1300003
79868,3184113
79869,2993716
79870,2571599
79871,2890825
79872,3296993
79873,2747355
79874,1892255
79875,2495487
79876,1598483
79877,1858780
79878,1405219
79879,1592516
79880,1914525
79881,2847389
79882,1769224
79883,3330371
79884,2637968
79885,3459160
79886,2034664
79887,3763872
79888,2950572
79889,3877098
79890,1492357
79891,2390529
79892,3042093
79893,3529865
79894,3240694
79895,1790598
79896,3746677
