"name","size","city","state"
"ORANGE SLOVENSKO, A.S.",4785.83,"BRATISLAVA",NA
"ORANGE SPRINGS CONSTRUCTION, INC",23000,"FORT MC COY","FL"
"ORANGE SPRINGS CONSTRUCTION, INC.",398060.7,"FORT MC COY","FL"
"ORAS, JANOS",31134.93,"TORRANCE","CA"
"ORASI SOFTWARE, INC.",17133.8,"KENNESAW","GA"
"ORASURE TECHNOLOGIES, INC.",2613055,"BETHLEHEM","PA"
"ORATORIO, INC.",18048,"WASHINGTON","DC"
"ORBCOMM INC.",144999,"ROCHELLE PARK","NJ"
"ORBIS CORPORATION",267984.07,"OCONOMOWOC","WI"
"ORBIS OPERATIONS, LLC",73997,"MC LEAN","VA"
"ORBIS SIBRO, INC.",7875137.89,"MOUNT PLEASANT","SC"
"ORBIS TECHNOLOGIES, INC.",50000,"ANNAPOLIS","MD"
"ORBIT ADVANCED TECHNOLOGIES, INC.",44450,"HORSHAM","PA"
"ORBIT COMMUNICATION SYSTEMS INC",25870.04,"DEERFIELD BEACH","FL"
"ORBIT INDUSTRIAL SERVICE & MAINTENANCE LLC",39950,"TEMPE","AZ"
"ORBIT INTERNATIONAL CORP.",50678.42,"HAUPPAUGE","NY"
"ORBIT LOGIC INCORPORATED",124915,"GREENBELT","MD"
"ORBIT MOVING STORAGE CO. LIMITED",29553.74,"AGIOS ATHANASIOS",NA
"ORBITAL COMPANY",265692.62,"ZEPHYRHILLS","FL"
"ORBITAL PARTS INC",206796.98,"MANSFIELD","TX"
"ORBITAL RESEARCH INC",537250,"CLEVELAND","OH"
"ORBITAL SCIENCES CORPORATION",93471925.17,"CHANDLER","AZ"
"ORBITAL SCIENCES CORPORATION",93471925.17,"DULLES","VA"
"ORBITAL SCIENCES CORPORATION",93471925.17,"GREENBELT","MD"
"ORBITAL TRACTION, LTD.",2902180,"HOUSTON","TX"
"ORBITS LIGHTWAVE, INC.",249819,"PASADENA","CA"
"ORC INDUSTRIES, INC.",113943.6,"LA CROSSE","WI"
"ORC PRODUCTS, INC.",108.09,"SPRINGDALE","AR"
"ORCA MARITIME, INC.",17551,"IMPERIAL BEACH","CA"
"ORCA TECHNOLOGIES, LLC",31350,"SAN CLEMENTE","CA"
"ORCAM INC",20650,"JERICHO","NY"
"ORCHARD LEASING LTD",-3527.01,"WEST MALLING",NA
"ORCHARD PUMP AND SUPPLY, INC",6414,"LEWISBURG","PA"
"ORCHID ELECTRONICS, INC.",34385.4,"DELRAY BEACH","FL"
"ORCHOWSKI, REBECCA A",100,"SPRING","TX"
"ORCO, INC",76011.36,"OCONOMOWOC","WI"
"ORCUTT, CATHERINE ELIZABETH",5223,"ELMIRA HEIGHTS","NY"
"ORDEX INCORPORATED",64483.38,"VALLEY CITY","OH"
"ORDMAN INTEGRATIVE HEALTH SERVICES, L.L.C.",29610,"LUTHERVILLE","MD"
"ORDNANCE SYSTEMS INCORPORATED",6840205.62,"KINGSPORT","TN"
"ORDNANCE TECHNOLOGY SERVICE, INC.",2465752.24,"MENTOR","OH"
"ORDNANCE UNLIMITED, INC.",13003,"CHATSWORTH","CA"
"ORE-CAL LAND DEVELOPMENT, LLC",-1925.01,"KLAMATH FALLS","OR"
"ORECH, JONATHAN KUKNYO",7186.28,"COLUMBIA","MO"
"OREGON-IDAHO ANNUAL CONFERENCE OF THE UNITED METHODIST CHURCH",9400,"PORTLAND","OR"
"OREGON AERO, INC.",19620,"SCAPPOOSE","OR"
"OREGON ARTIFICIAL LIMB COMPANY",14588.16,"PORTLAND","OR"
"OREGON COUNTY PUBLIC WASTE, L.L.C.",6880,"ALTON","MO"
"OREGON DEPARTMENT OF EDUCATION",172139,"SALEM","OR"
"OREGON DEPARTMENT OF ENVIRONMENTAL QUALITY",21545.36,"PORTLAND","OR"
"OREGON ELECTRIC CONSTRUCTION, INC.",60152.04,"PORTLAND","OR"
"OREGON HEALTH & SCIENCE UNIVERSITY",4786113.19,"PORTLAND","OR"
"OREGON HEALTH AUTHORITY DIRECTORS OFFICE FINANCIAL SERVICES",6300,"SALEM","OR"
"OREGON IRON WORKS, LLC",-99750.8,"CLACKAMAS","OR"
"OREGON MOUNTAIN COMMUNITY INC",-61060.87,"PORTLAND","OR"
"OREGON PREMIER LOCATIONS, LLC",257100.96,"BEAVERTON","OR"
"OREGON SEWING LLC",33877.16,"EUGENE","OR"
"OREGON STATE UNIVERSITY",953400.44,"CORVALLIS","OR"
"OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE, INC",5285.14,"BAKER CITY","OR"
"OREGON TRAIL LIVESTOCK SUPPLY, INC",91315.56,"BAKER CITY","OR"
"OREGON WOODS, INC.",488270,"EUGENE","OR"
"ORELLANA, EMILY",32364,"NAKAGAMI-GUN",NA
"OREM ENTERPRISES LLC",1529.85,"DELTONA","FL"
"ORENDA AEROSPACE CORPORATION",138881,"MISSISSAUGA",NA
"OREOGIN, INC.",10525,"ODUM","GA"
"ORFEI, CRISTINA",50058,"RIVER FOREST","IL"
"ORGANIC MOTION, INC.",-15875.5,"NEW YORK","NY"
"ORGANIX INCORPORATED",75000,"WOBURN","MA"
"ORGANIZACAO PAN AMERICANA DA SAUDE.",30475,"SAO PAULO",NA
"ORGANIZATION DEVELOPMENT SYSTEMS INC",68398,"ALEXANDRIA","VA"
"ORGANIZATION FOR ECONOMIC COOPERATION AND DEVELOPMENT",24999.28,"WASHINGTON","DC"
"ORGANIZATION FOR TROPICAL STUDIES, INC",10188,"DURHAM","NC"
"ORGANIZATION TWENTY ONE INC",28245.77,"MC LEAN","VA"
"ORGANIZATIONAL RESEARCH & SOLUTIONS, INC.",9500,"TAMPA","FL"
"ORGANIZATIONAL STRATEGIES INC",-938143.17,"MC LEAN","VA"
"ORGANOGENESIS INC.",16336.39,"CANTON","MA"
"ORGANON ADVISORS, INC",99975,"COLLEGE PARK","MD"
"ORIANA HOUSE INC",333546.42,"AKRON","OH"
"ORICA MOUNTAIN WEST INC.",2263.11,"WATKINS","CO"
"ORICA USA INC.",4024.37,"WATKINS","CO"
"ORIDOTA, TOLULOPE",70660,"OVERLAND PARK","KS"
"ORIENO MEDIA LLC",46800,"DUSHNABE",NA
"ORIENT INTEGRATED DEVELOPMENT CONSULTANT INC.",-0.24,"QUEZON",NA
"ORIENT INTERNATIONAL FREIGHT FORWARDING",146392.08,"KATHMANDU",NA
"ORIENT LOGIC LTD",3112.03,"TBILISI",NA
"ORIENT STAFFING SOLUTIONS LLC",128569.92,"SALEM","OR"
"ORIGAMI RISK LLC",606878,"GLENCOE","IL"
"ORIGIN PC CORPORATION",67838,"MIAMI","FL"
"ORIGINAL FOOD COMPANY LLC",25938.82,"LAREDO","TX"
"ORIGINAL FOOTWEAR HOLDING, INC.",105485.65,"MORRISTOWN","TN"
"ORIGINLAB CORPORATION",14747.5,"NORTHAMPTON","MA"
"ORIGO CORPORATION",90000,"CAVE CREEK","AZ"
"ORIMA RESEARCH PTY LTD",-1000,"MELBOURNE",NA
"ORION-METCO, LLC",218399.25,"WINCHESTER","KY"
"ORION ADVANCED SIMULATION & INTEL SYSTEMS INC",71155,"AUBURN HILLS","MI"
"ORION AVIATION",614747.3,"SILER CITY","NC"
"ORION CONSTRUCTION CORPORATION",1533840,"VISTA","CA"
"ORION CONSTRUCTION, INC.",880390.62,"WASILLA","AK"
"ORION CONSULTING GROUP, INC.",1113673.6,"DERWOOD","MD"
"ORION CORPORATION",87644,"GRAFTON","WI"
"ORION ENGINEERING, P.C.",20840,"THEODORE","AL"
"ORION HEALTH INC.",151716,"SANTA MONICA","CA"
"ORION HEALTH SYSTEMS FZ-LLC",685333.32,"DUBAI",NA
"ORION INDUSTRIES INCORPORATED",180,"AYER","MA"
"ORION MANAGEMENT LIMITED LIABILITY COMPANY",403197.43,"SPRINGFIELD","VA"
"ORION MANAGEMENT, LLC",1996.19,"SPRINGFIELD","VA"
"ORION MARINE CONSTRUCTION, INC.",1085772.25,"TAMPA","FL"
"ORION MEDICAL ENTERPRISES, INC.",11210,"MIAMI","FL"
"ORION REGISTRAR INCORPORATED",58864,"ARVADA","CO"
"ORION ROPEWORKS, LLC",145937.11,"WINSLOW","ME"
"ORION SECURITY SOLUTIONS, LLC",24750,"OKLAHOMA CITY","OK"
"ORION SOLUTIONS, LLC",2425518,"JACKSONVILLE","FL"
"ORION SYSTEMS INC",-1737,"HUNTINGDON VAL","PA"
"ORION SYSTEMS, INC.",73762.7,"HUNTINGDON VALLEY","PA"
"ORION TECHNOLOGY, INC.",-234908.5,"HUNTSVILLE","AL"
"ORISON INC.",395.2,"ERWIN","NC"
"ORISON MARKETING L L C",10391,"ABILENE","TX"
"ORIZON, INC.",58276.8,"ROCKVILLE","MD"
"ORKAL AEROSPACE CORP.",11704,"CARLE PLACE","NY"
"ORKAL INDUSTRIES LLC",147651.61,"CARLE PLACE","NY"
"ORKIN EXTERMINATING CO",104713.21,"ATLANTA","GA"
"ORKIN, INC.",600,"ATLANTA","GA"
"ORKIN, LLC",119626,"ATLANTA","GA"
"ORLANDO-WARD & ASSOCIATES",19500,"SAN DIEGO","CA"
"ORLANDO ENDODONTIC SPECIALISTS",-5702,"ORLANDO","FL"
"ORLANDO G PENA",7375,"HIALEAH","FL"
"ORLANDO HOSE & FITTINGS, INC.",6443,"ORLANDO","FL"
"ORLANDO UTILITIES COMMISSION",450000,"ORLANDO","FL"
"ORLANDO, CITY OF",31453.56,"ORLANDO","FL"
"ORLOTRONICS CORPORATION",303049.21,"BRIDGEPORT","PA"
"ORMEC SYSTEMS CORP.",45831,"ROCHESTER","NY"
"ORMOND LLC",249072.48,"AUBURN","WA"
"ORNSKOLDSVIKS STADSBUDSKONTOR AB",106788.37,"SKOGAS",NA
"ORO MANUFACTURING COMPANY",270575.35,"MONROE","NC"
"OROBOROS INSTRUMENTS GMBH",52719.98,"INNSBRUCK",NA
"OROCON - CAROTHERS JV2",63731.98,"OXFORD","MS"
"OROCON CONSTRUCTION, LLC",413512.7,"BILOXI","MS"
"ORODAY INC",50152.64,"NEWBURY PARK","CA"
"ORODAY INCORPORATED",253039.14,"NEWBURY PARK","CA"
"ORODAY, INC.",318877.59,"NEWBURY PARK","CA"
"OROKU TRANSPORTATION CO.",471668.38,"NAHA",NA
"OROLIA USA, INC.",62010,"ROCHESTER","NY"
"ORORA NORTH AMERICA",1334.92,"BUENA PARK","CA"
"ORPHANIDES, NICOLE",24640,"CHEVY CHASE","MD"
"ORR TACTICAL, LLC",8060,"NEEDVILLE","TX"
"ORR, STEPHEN E.",8585,"SAINT LOUIS","MO"
"ORR, THOMAS DONALD",-906.4,"COLUMBUS","GA"
"ORREN, GARY",97500,"NEWTON","MA"
"ORRICK, HERRINGTON & SUTCLIFFE LLP",450000,"SAN FRANCISCO","CA"
"ORRS' ENVIRONMENTAL, LLC",68123.18,"HUNTSVILLE","AL"
"ORSA CORPORATION",-3494.34,"ABERDEEN","MD"
"ORSA TECHNOLOGIES, LLC",357048.34,"SIERRA VISTA","AZ"
"ORSC BUSINESS ENTERPRISE PROGRAM",1014837.1,"COLUMBUS","OH"
"ORTEGA AND SONS INCORPORATED",219926.16,"SANTA FE","NM"
"ORTEGA PLUMBING AND HEATING INC",201057.52,"PERALTA","NM"
"ORTERY TECHNOLOGIES, INC",34965.96,"IRVINE","CA"
"ORTH, O GERALD PC, INC",7390,"COLUMBIA","MO"
"ORTH, ORTH, ORTH AND ORTH",11374.5,"KEWASKUM","WI"
"ORTHO-CLINICAL DIAGNOSTICS",202313.66,"BRIDGEND",NA
"ORTHO-CLINICAL DIAGNOSTICS",202313.66,"CARDIFF",NA
"ORTHO-CLINICAL DIAGNOSTICS GMBH",70541.27,"NECKARGEMUEND",NA
"ORTHO-CLINICAL DIAGNOSTICS K.K.",26000,"CHIYODA-KU",NA
"ORTHO-CLINICAL DIAGNOSTICS SINGAPORE PTE. LTD. KOREA BRANCH",21074.19,"SEOUL",NA
"ORTHO-CLINICAL DIAGNOSTICS, INC.",4917251.16,"RARITAN","NJ"
"ORTHO-CLINICAL DIAGNOSTICS, INC.",4917251.16,"ROCHESTER","NY"
"ORTHO-MCNEIL-JANSSEN PHARMACEUTICALS, INC.",2389.94,"TITUSVILLE","NJ"
"ORTHO & SURGICAL SOLUTIONS, INC",15975.76,"GUAYNABO","PR"
"ORTHO CLINICAL DIAGNOSTICS K.K.",253905.38,"SHINAGAWA-KU",NA
"ORTHO MONTANA, PSC",13060.7,"BILLINGS","MT"
"ORTHO PRO ASSOCIATES, INC.",7464.82,"MIAMI","FL"
"ORTHOCARE SOLUTIONS, INC.",130000,"ROCKVILLE","MD"
"ORTHOFIT INC",6414.78,"VIRGINIA BEACH","VA"
"ORTHOFIX INC.",703373,"LEWISVILLE","TX"
"ORTHOLOGIX, LLC",11731.33,"TREVOSE","PA"
"ORTHOPAEDIC IME SPECIALISTS, LLC",38500,"ATLANTA","GA"
"ORTHOPEDIATRICS CORP.",136553.64,"WARSAW","IN"
"ORTHOPEDIC APPLIANCE CO INC",137072.3,"ASHEVILLE","NC"
"ORTHOPEDIC ASSOCIATES OF DULUTH PA",48082,"DULUTH","MN"
"ORTHOPEDIC MOTION, INC",9790.14,"LAS VEGAS","NV"
"ORTHOPEDIC SERVICE COMPANY OF RALEIGH, INCORPORATED",13085,"RALEIGH","NC"
"ORTHOPRO OF CARSON CITY, INC.",43325.04,"CARSON CITY","NV"
"ORTHOPRO OF LEWISTON INC.",9589.06,"LEWISTON","ID"
"ORTHOPRO OF RENO INC.",15266.57,"RENO","NV"
"ORTHOPRO OF TWIN FALLS, INC.",56823.37,"TWIN FALLS","ID"
"ORTHOPRO SERVICES LLC",0,"DUBLIN","GA"
"ORTHORITY CORPORATION",18982.06,"CAGUAS","PR"
"ORTHOSCAN, INC.",255000,"SCOTTSDALE","AZ"
"ORTHOTIC & PROSTHETIC CENTER",7147.7,"WEST YARMOUTH","MA"
"ORTHOTIC & PROSTHETIC CENTERS, INC.",32986.42,"BRANDON","FL"
"ORTHOTIC & PROSTHETIC CENTERS, INC.",32986.42,"CAPE CORAL","FL"
"ORTHOTIC & PROSTHETIC CENTERS, INC.",32986.42,"FORT MYERS","FL"
"ORTHOTIC & PROSTHETIC CENTERS, INC.",32986.42,"PORT ORANGE","FL"
"ORTHOTIC & PROSTHETIC DESIGNS",6564.18,"COLUMBUS","IN"
"ORTHOTIC & PROSTHETIC SPECIALTIES, INC.",30762.21,"SIOUX FALLS","SD"
"ORTHOTIC & PROSTHETIC TECHNOLOGIES, INC",15906.02,"AUSTIN","TX"
"ORTHOTIC & PROSTHETIC TECHNOLOGIES, INC",15906.02,"ROUND ROCK","TX"
"ORTHOTIC AND PROSTHETIC CLINIC, INC.",6776.67,"PORT SAINT LUCIE","FL"
"ORTHOTIC AND PROSTHETIC TECHNOLOGIES INC",14770.01,"TEMPLE","TX"
"ORTHOTIC PROSTHETIC CENTER, INC",5218.75,"FAIRFAX","VA"
"ORTHOTIC PROSTHETIC SOLUTIONS, LLC",130260.29,"FORT COLLINS","CO"
"ORTHOTICS & PROSTHETICS EAST INC",45402.52,"GREENVILLE","NC"
"ORTHOTICS & PROSTHETICS LABORATORIES INC",47608.9,"SPRINGFIELD","MA"
"ORTHOVIEW, LLC",6300,"JACKSONVILLE","FL"
"ORTIZ GROUP ENGINEERING AND CONSTRUCTION SERVICES CORP.",83431.75,"TOA ALTA","PR"
"ORTIZ REYES, OBED",21720,"TOA BAJA","PR"
"ORTIZ WELDING SERVICES & MARINE CONSTRUCTION",7876,"PONCE","PR"
"ORTMAN, AMANDA REBECCA",3009,"BOURBONNAIS","IL"
"ORTUS SOLUTIONS CORP.",146920,"TOMBALL","TX"
"OS ------- IPSEN, INC.",26827.39,"CHERRY VALLEY","IL"
"OSAGE CATFISHERIES",55967.5,"OSAGE BEACH","MO"
"OSAGE INNOVATIVE SOLUTIONS, LLC",1950719.8,"TULSA","OK"
"OSAGE PINNACLE DESIGN GROUP LLC",846986,"TULSA","OK"
"OSAM DOCUMENT SOLUTIONS INC.",44421.8,"PHOENIX","AZ"
"OSB SERVICES, LLC",2511.83,"MEMPHIS","TN"
"OSBORN INDUSTRIES LLC",45896,"MEEKER","CO"
"OSBURN ASSOCIATES, INC.",3978.16,"LOGAN","OH"
"OSC SOLUTIONS INC",1058423.76,"WEST PALM BEACH","FL"
"OSC SOLUTIONS, INC.",398155.76,"WEST PALM BEACH","FL"
"OSCAR NIEMETH TOWING, INC.",20857.5,"RICHMOND","CA"
"OSCEOLA COUNTY COUNCIL ON AGING, INC.",80000,"KISSIMMEE","FL"
"OSCO, INC.",4400,"LEMONT","IL"
"OSE JAYA, LLC",261684.19,"BIRMINGHAM","AL"
"OSEGUERA, MIGUEL",147195.26,"HOT SPRINGS NATIONAL PARK","AR"
"OSHIMA SHOKAI CO.,LTD.",68717.68,"IWAKUNI",NA
"OSHIRO GUMI ROKKO JV",300526.17,"URASOE",NA
"OSHKOSH CORPORATION",9612275.06,"OSHKOSH","WI"
"OSHKOSH DEFENSE, LLC",530874229.36,"OSHKOSH","WI"
"OSI-BET JOINT VENTURE",24841,"OLD SAYBROOK","CT"
"OSI FEDERAL TECHNOLOGIES INC.",91338.15,"ALDIE","VA"
"OSI FEDERAL TECHNOLOGIES INC.",91338.15,"DULLES","VA"
"OSI FEDERAL TECHNOLOGIES, INC.",57612,"ALDIE","VA"
"OSI LASER DIODE, INC",12925,"EDISON","NJ"
"OSI MARITIME SYSTEMS LTD",-3520,"BURNABY",NA
"OSIRIS MEDICAL, LLC",38500,"FOLSOM","CA"
"OSISOFT, LLC",7500,"SAN LEANDRO","CA"
"OSM CORPORATION",96757.21,"OLEAN","NY"
"OSPREY GLOBAL SOLUTIONS, LLC",43000,"WILMINGTON","NC"
"OSS NOKALVA, INC",9500,"SOMERSET","NJ"
"OSSUR AMERICAS, INC.",370881.45,"FOOTHILL RANCH","CA"
"OST SERVICES, LLC",80211.09,"TAMPA","FL"
"OST, INC.",11621985.3,"WASHINGTON","DC"
"OSTEOMED L.P.",275650,"ADDISON","TX"
"OSTEOREMEDIES, LLC",82300,"GERMANTOWN","TN"
"OSTERHOUDT, NICHOLAS",88415.29,"CAPE CORAL","FL"
"OSTERLOH, RUBY",-22285.94,"EUDORA","KS"
"OSTERMAN PROPANE, LLC",-2426.23,"WHITINSVILLE","MA"
"OSTERMANN, WILLIAM J",1642.29,"SARASOTA","FL"
"OSTROFSKY, BRUCE",885,"PEMBERTON","NJ"
"OSTROM PAINTING & SANDBLASTING, INC.",1181234.29,"ROCK ISLAND","IL"
"OSTROWSKI & ASSOC",20560,"HOUSTON","PA"
"OSTYN NEWMAN INC",228536.92,"GREEN VALLEY","AZ"
"OSU-UNIVERSITY MULTISPECTRAL LABORATORIES, L.L.C.",202515.65,"PONCA CITY","OK"
"OSU EYE PHYSICIANS AND SURGEONS, LLC",250000,"COLUMBUS","OH"
"OSUDIBIA, KIZITO",10166.1,"COLORADO SPRINGS","CO"
"OSUM SOLUTIONS, INC.",-67669.09,"CENTREVILLE","VA"
"OSUNA, SINEAD A",65000,"CASA GRANDE","AZ"
"OSVALDO FULCO",15330,"HUNTINGTON","NY"
"OSWEGO INDUSTRIES, INC.",118498.62,"FULTON","NY"
"OT DYNAMICS LLC",40484.65,"FLAT ROCK","MI"
"OT TRAINING SOLUTIONS, LLC",17726534.61,"ORLANDO","FL"
"OTAK INCORPORATED (8869)",-10328.84,"LAKE OSWEGO","OR"
"OTAK, INC.",403291.29,"PORTLAND","OR"
"OTAY MESA SALES, INC.",83702.5,"SAN DIEGO","CA"
"OTB ACQUISITION LLC",16328,"IRVING","TX"
"OTC MARKETS GROUP INC.",23400,"NEW YORK","NY"
"OTERO COUNTY ELECTRIC COOPERATIVE, INC.",25000,"CLOUDCROFT","NM"
"OTERO COUNTY HOSPITAL ASSOCIATION",6768,"ALAMOGORDO","NM"
"OTICON MEDICAL LLC",165506.2,"SOMERSET","NJ"
"OTICON MEDICAL, LLC",20,"SOMERSET","NJ"
"OTICON, INC",-9223.75,"SOMERSET","NJ"
"OTICON, INC.",17484404.72,"SOMERSET","NJ"
"OTIE-RS&H JV",-74907,"MILWAUKEE","WI"
"OTIS",19844.79,"SURESNES",NA
"OTIS ELEVATOR COMPANY",1677473.65,"FARMINGTON","CT"
"OTIS PRODUCTS, INC",786562.67,"LYONS FALLS","NY"
"OTOSIM INC",50055.39,"TORONTO",NA
"OTOTRONIX, LLC",14500,"THE WOODLANDS","TX"
"OTR WHEEL ENGINEERING, INC.",2931,"QUINCY","IL"
"OTSEGO, COUNTY OF",45936,"COOPERSTOWN","NY"
"OTSUKI SEKKEI CO., LTD.",16645.73,"NAKAGAMI-GUN",NA
"OTT, MARY C.",13397.76,"ROCKVILLE","MD"
"OTTAWA, COUNTY OF",330,"MIAMI","OK"
"OTTER CREEK DIRT WORK, LLC",18160,"ASHLAND","MT"
"OTTER TAIL CORPORATION (2685)",355627.8,"FERGUS FALLS","MN"
"OTTER TAIL POWER COMPANY",116408.15,"FERGUS FALLS","MN"
"OTTO BOCK HEALTHCARE LP",3398457.05,"AUSTIN","TX"
"OTTO BOCK HEALTHCARE LP",3398457.05,"MINNEAPOLIS","MN"
"OTTO ENGINEERING, INC.",34650.27,"CARPENTERSVILLE","IL"
"OTTO HARRASSOWITZ GMBH & CO. KG",38520.77,"WIESBADEN",NA
"OTTO, DEBBIE",10800,"HAVRE","MT"
"OTTOBONI, ROBERT E",86898,"OLYMPIA","WA"
"OTTOMAN, INC.",-745,"RIVERSIDE","CA"
"OUATTARA-AYANOU",295145,"BAMAKO",NA
"OUDONG DISTRICT HEALTH OPERATIONAL ( HOSPITAL OUDONG )",24920,"KAMPONG SPEU",NA
"OUIMET AND COMPANY, INC.",40000,"ASHFIELD","MA"
"OUIMETTE, CHARLES A AND JACQUELINE M",10324.91,"MAGALIA","CA"
"OUMAR LY",-6178.98,"DAKAR",NA
"OUR HOME, INC",200750,"HURON","SD"
"OUR LADY BELLEFONTE HOSPITAL INC",19406.13,"ASHLAND","KY"
"OUR LADY OF BELLEFONTE HOSPITAL, INC.",11392.73,"ASHLAND","KY"
"OURISMAN OF ALEXANDRIA, INC.",4138.69,"ALEXANDRIA","VA"
"OUT OF SIGHT CLEANING",-1434,"PENN VALLEY","CA"
"OUT OF THE SHELL, LLC",917280,"SOUTH EL MONTE","CA"
"OUTBACK DVBE, INC.",23975,"RED BLUFF","CA"
"OUTBACK FIREFIGHTING, INC.",22406.8,"STEVENSVILLE","MT"
"OUTBACK OFFICE INCORPORATED",-2.48,"GREAT FALLS","VA"
"OUTBACK OFFICE, INC.",32238.68,"EVERGREEN","CO"
"OUTDOOR CREATIONS, INC.",62953.58,"ANDERSON","CA"
"OUTDOOR CRITTER GITTERS",-460,"CASA","AR"
"OUTDOOR EVENTS INCORPORATED",10000,"COLUMBUS","GA"
"OUTDOOR ODYSSEY, INC",47964,"BOSWELL","PA"
"OUTDOOR RESEARCH INCORPORATED",113475.5,"SEATTLE","WA"
"OUTDOOR SPORTS GEAR, INC.",15229.96,"VISTA","CA"
"OUTDOOR VENTURE CORPORATION",109249,"STEARNS","KY"
"OUTFITTER SATELLITE, INC.",2426.01,"NASHVILLE","TN"
"OUTFRONT MEDIA INC.",82880,"NEW YORK","NY"
"OUTLOOK-NEBRASKA, INC.",495216.85,"OMAHA","NE"
"OUTREACH PROCESS PARTNERS, LLC",201997.82,"ANNAPOLIS","MD"
"OUTREACH PROCESS PARTNERS, LLC",201997.82,"NEW ORLEANS","LA"
"OUTSHINE CONTRACTORS, LLC",8000,"MIDLOTHIAN","VA"
"OUTSIDE THE BOX, LLC",497113.05,"RICHMOND","VA"
"OUTSOURCE CONSULTING SERVICES, INC.",-87117.85,"OAKLAND","CA"
"OUTSOURCE ELECTRONICS MANUFACTURING, INC.",60043.59,"SAN MARCOS","CA"
"OUTSOURCE LTD.",166207.93,"TEMECULA","CA"
"OUWENGA, MEGAN L",-2741.73,"CHICAGO","IL"
"OUZILLOU, MENDY",4688,"AUSTIN","TX"
"OVATION PHARMACEUTICALS, INC.",-7246.12,"DEERFIELD","IL"
"OVATIONS FOOD SERVICES, L.P.",2291.56,"LUTZ","FL"
"OVC-ENGINEERED SOLUTIONS, LLC",386027.29,"STEARNS","KY"
"OVER THE EDGE STUDIOS",16090,"TEXARKANA","TX"
"OVERALL CONTRACTORS GROUP, INC.",477170.72,"CAGUAS","PR"
"OVERBILT TRAILER COMPANY",20733,"DRUMRIGHT","OK"
"OVERFLOW SERVICE, LLC",32878.47,"LOUISVILLE","KY"
"OVERHAUL SUPPORT SERVICES, LLC",2984810.09,"EAST GRANBY","CT"
"OVERHEAD DOOR CO OF ADA INC",6352,"ADA","OK"
"OVERHEAD DOOR COMPANY OF BEAUMONT INC",5978,"BEAUMONT","TX"
"OVERHEAD DOOR COMPANY OF TERRE HAUTE INC",73409,"TERRE HAUTE","IN"
"OVERHEAD DOOR SYSTEMS INC",0,"YATESVILLE","GA"
"OVERLAND PARK KANSAS",21801,"SHAWNEE MISSION","KS"
"OVERLOOK SYSTEMS TECHNOLOGIES INC",2157760.38,"VIENNA","VA"
"OVERLOOK SYSTEMS TECHNOLOGIES, INC.",851852.2,"VIENNA","VA"
"OVERLY DOOR COMPANY",590.5,"GREENSBURG","PA"
"OVERNEST INC",6336,"SUNNYVALE","CA"
"OVERSEAS HARDWOODS COMPANY, INC.",46309.2,"MOBILE","AL"
"OVERSEAS TRADING INC",51948.81,"HOUSTON","TX"
"OVERSIZE LUMBER-SAWMILL LLC",301,"ALEXANDRIA","OH"
"OVERSTREET ENTERPRISES LLC",-21392.94,"COLORADO SPRINGS","CO"
"OVERTON CHICAGO GEAR CORPORATION",9789,"CHICAGO","IL"
"OVERTON COUNTY NURSING HOME",105394.88,"LIVINGSTON","TN"
"OVERTON, MELISSA",42377.44,"FORT WALTON BEACH","FL"
"OVERWATCH SYSTEMS, LTD.",60175.49,"STERLING","VA"
"OVI ACQUISITION, LLC",221510,"MCLEAN","VA"
"OVID TECHNOLOGIES INC",18426,"SANDY","UT"
"OWANJAY SERVICES, INC",7565.18,"MADRAS","OR"
"OWEN A WILLIAMS",11960,"LONDON",NA
"OWEN EQUIPMENT COMPANY",75690,"PORTLAND","OR"
"OWEN TREE SERVICE, INC.",2500,"ATTICA","MI"
"OWEN VOCATIONAL SERVICES",6913,"FAYETTEVILLE","AR"
"OWEN, BRENDA",5200,"FULTON","MS"
"OWEN, JEAN",8980,"BRYANT","AR"
"OWEN, MARY ANNE",3783,"LAS CRUCES","NM"
"OWENS-PARKER MEDICAL INC",18089.43,"BONHAM","TX"
"OWENS & MINOR DISTRIBUTION, INC.",46481296.57,"MECHANICSVILLE","VA"
"OWENS AND MINOR DISTRIBUTION INCORPORATED",1152.2,"GLEN ALLEN","VA"
"OWENS RECOVERY SCIENCE, INC.",199952.25,"SAN ANTONIO","TX"
"OWENS, DANIEL E.",22000,"FERNANDINA BEACH","FL"
"OWENS, DAVID E",11480,"KINGSTON","PA"
"OWENS, STEPHEN D",-1593,"CULLOWHEE","NC"
"OWINGS PROPERTIES",5438.7,"HUNTSVILLE","AL"
"OWL COMPUTING TECHNOLOGIES, INC.",231000,"RIDGEFIELD","CT"
"OWL INC",121563,"SAINT JOHNS","FL"
"OWL INTERNATIONAL INC.",13025643,"IRVINE","CA"
"OWL INTERNATIONAL INC.",13025643,"NEWPORT BEACH","CA"
"OWL, INC.",-716358.24,"JACKSONVILLE","FL"
"OWSIANIK, VICTOR",7261,"EDISON","NJ"
"OWT GLOBAL, LIMITED LIABILITY COMPANY",12712.2,"TAMPA","FL"
"OWYHEE AIR RESEARCH, INC.",-4514.65,"MURPHY","ID"
"OWYHEE CAPITAL CORP",56140.55,"BOISE","ID"
