File,DataElementLabel,Definition,Use,Grouping
File D1 - Award and Awardee Attributes (Procurement),Inter-Municipal Local Government,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),Local Government Owned,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),Municipality Local Government,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),School District Local Government,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),Township Local Government,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),U.S. Tribal Government,"List characteristic of the contractor such as whether the selected contractor is a Tribal Government Organization or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),Foreign Government,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),OrganizationalType,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),Corporate Entity Not Tax Exempt,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),Corporate Entity Tax Exempt,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),Partnership or Limited Liability Partnership,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),Sole Proprietorship,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),Small Agricultural Cooperative,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),International Organization,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),U.S. Government Entity,https://www.sam.gov,Extracted,Vendor (Business Types)
File D1 - Award and Awardee Attributes (Procurement),Community Development Corporation,https://www.sam.gov,Extracted,Vendor (Line of Business)
File D1 - Award and Awardee Attributes (Procurement),Domestic Shelter,https://www.sam.gov,Extracted,Vendor (Line of Business)
File D1 - Award and Awardee Attributes (Procurement),Educational Institution,"List characteristic of the contractor such as whether the selected contractor is an Educational Institution or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Line of Business)
File D1 - Award and Awardee Attributes (Procurement),Foundation,https://www.sam.gov,Extracted,Vendor (Line of Business)
File D1 - Award and Awardee Attributes (Procurement),Hospital Flag,"List characteristic of the contractor such as whether the selected contractor is a Hospital or not. It can be derived from the SAM data element, 'Business Types'",Extracted,Vendor (Line of Business)
File D1 - Award and Awardee Attributes (Procurement),Manufacturer of Goods,https://www.sam.gov,Extracted,Vendor (Line of Business)
File D1 - Award and Awardee Attributes (Procurement),Veterinary Hospital,https://www.sam.gov,Extracted,Vendor (Line of Business)
File D1 - Award and Awardee Attributes (Procurement),Hispanic Servicing Institution,https://www.sam.gov,Extracted,Vendor (Line of Business)
File D1 - Award and Awardee Attributes (Procurement),Contracts,https://www.sam.gov,Extracted,Vendor (Relationship with Federal Government)
File D1 - Award and Awardee Attributes (Procurement),Grants,https://www.sam.gov,Extracted,Vendor (Relationship with Federal Government)
File D1 - Award and Awardee Attributes (Procurement),Receives Contracts and Grants,https://www.sam.gov,Extracted,Vendor (Relationship with Federal Government)
File D1 - Award and Awardee Attributes (Procurement),Airport Authority,https://www.sam.gov,Extracted,Vendor (Type of Government Entity)
File D1 - Award and Awardee Attributes (Procurement),Council of Governments,https://www.sam.gov,Extracted,Vendor (Type of Government Entity)
File D1 - Award and Awardee Attributes (Procurement),Housing Authorities Public/Tribal,https://www.sam.gov,Extracted,Vendor (Type of Government Entity)
File D1 - Award and Awardee Attributes (Procurement),Interstate Entity,https://www.sam.gov,Extracted,Vendor (Type of Government Entity)
File D1 - Award and Awardee Attributes (Procurement),Planning Commission,https://www.sam.gov,Extracted,Vendor (Type of Government Entity)
File D1 - Award and Awardee Attributes (Procurement),Port Authority,https://www.sam.gov,Extracted,Vendor (Type of Government Entity)
File D1 - Award and Awardee Attributes (Procurement),Transit Authority,https://www.sam.gov,Extracted,Vendor (Type of Government Entity)
File D1 - Award and Awardee Attributes (Procurement),Subchapter S Corporation,https://www.sam.gov,Extracted,Vendor (Organization Factors)
File D1 - Award and Awardee Attributes (Procurement),Limited Liability Corporation,https://www.sam.gov,Extracted,Vendor (Organization Factors)
File D1 - Award and Awardee Attributes (Procurement),Foreign Owned and Located,https://www.sam.gov,Extracted,Vendor (Organization Factors)
File D1 - Award and Awardee Attributes (Procurement),For Profit Organization,"List characteristic of the contractor such as whether the selected contractor is a Profit Organization or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Organization Factors)
File D1 - Award and Awardee Attributes (Procurement),Nonprofit Organization,"List characteristic of the contractor such as whether the selected contractor is a
Nonprofit Organization or not. It can be derived from the SAM data element,
'Business Types'.",Extracted,Vendor (Organization Factors)
File D1 - Award and Awardee Attributes (Procurement),Other Not For Profit Organization,https://www.sam.gov,Extracted,Vendor (Organization Factors)
File D1 - Award and Awardee Attributes (Procurement),The AbilityOne Program,"List characteristic of the contractor such as whether the selected contractor is a Historically Black College or University or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Organization Factors)
File D1 - Award and Awardee Attributes (Procurement),NumberOfEmployees,"The total number of employees of the vendor, as reported to SAM.gov.",Extracted,Vendor (Organization Factors)
File D1 - Award and Awardee Attributes (Procurement),AnnualRevenue,"The annual revenue of the vendor, as reported to SAM.gov.",Extracted,Vendor (Organization Factors)
File D1 - Award and Awardee Attributes (Procurement),Private University or College,https://www.sam.gov,Extracted,Vendor (Type of Educational Entity)
File D1 - Award and Awardee Attributes (Procurement),State Controlled Institution of Higher Learning,https://www.sam.gov,Extracted,Vendor (Type of Educational Entity)
File D1 - Award and Awardee Attributes (Procurement),1862 Land Grant College,https://www.sam.gov,Extracted,Vendor (Type of Educational Entity)
File D1 - Award and Awardee Attributes (Procurement),1890 Land Grant College,https://www.sam.gov,Extracted,Vendor (Type of Educational Entity)
File D1 - Award and Awardee Attributes (Procurement),1994 Land Grant College,https://www.sam.gov,Extracted,Vendor (Type of Educational Entity)
File D1 - Award and Awardee Attributes (Procurement),Minority Institution,"List characteristic of the contractor such as whether the selected contractor is a Minority Institution or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Type of Educational Entity)
File D1 - Award and Awardee Attributes (Procurement),Historically Black College or University,"List characteristic of the contractor such as whether the selected contractor is a Sheltered Workshop (JWOD Provider) Organization or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Type of Educational Entity)
File D1 - Award and Awardee Attributes (Procurement),Tribal College,https://www.sam.gov,Extracted,Vendor (Type of Educational Entity)
File D1 - Award and Awardee Attributes (Procurement),Alaskan Native Servicing Institution,https://www.sam.gov,Extracted,Vendor (Type of Educational Entity)
File D1 - Award and Awardee Attributes (Procurement),Native Hawaiian Servicing Institution,https://www.sam.gov,Extracted,Vendor (Type of Educational Entity)
File D1 - Award and Awardee Attributes (Procurement),School of Forestry,https://www.sam.gov,Extracted,Vendor (Type of Educational Entity)
File D1 - Award and Awardee Attributes (Procurement),Veterinary College,https://www.sam.gov,Extracted,Vendor (Type of Educational Entity)
File D1 - Award and Awardee Attributes (Procurement),DoT Certified Disadvantaged Business Enterprise,https://www.sam.gov,Extracted,Vendor (Certifications)
File D1 - Award and Awardee Attributes (Procurement),Self-Certified Small Disadvantaged Business,https://www.sam.gov,Extracted,Vendor (Certifications)
File D1 - Award and Awardee Attributes (Procurement),Small Disadvantaged Business,"List characteristic of the contractor such as whether the selected contractor is a Small Disadvantaged Business Organization or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Certifications)
File D1 - Award and Awardee Attributes (Procurement),8a Program Participant,"List characteristic of the contractor such as whether the selected contractor is an 8(a) Program Participant Organization or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Certifications)
File D1 - Award and Awardee Attributes (Procurement),Historically Underutilized Business Zone HUBZone Firm,"List characteristic of the contractor such as whether the selected contractor is a Historically Underutilized Business Zone (HUBZone) Firm or not. It can be derived from the SAM data element, 'Business Types'.",Extracted,Vendor (Certifications)
File D1 - Award and Awardee Attributes (Procurement),SBA Certified 8 a Joint Venture,https://www.sam.gov,Extracted,Vendor (Certifications)
File D1 - Award and Awardee Attributes (Procurement),LastModifiedDate,The last modified date captures the change date.,Extracted,Transaction Information
File D2 - Award and Awardee Attributes (Financial Assistance),FAIN,The Federal Award Identification Number (FAIN) is the unique ID within the Federal agency for each (non-aggregate) financial assistance award.,Extracted,Financial Assistance Identification Information
File D2 - Award and Awardee Attributes (Financial Assistance),AwardModificationAmendmentNumber,The identifier of an action being reported that indicates the specific subsequent change to the initial award.,Extracted,Financial Assistance Identification Information
File D2 - Award and Awardee Attributes (Financial Assistance),URI,Unique Record Identifier. An agency defined identifier that (when provided) is unique for every reported action.,Extracted,Financial Assistance Identification Information
File D2 - Award and Awardee Attributes (Financial Assistance),SAI_Number,A number assigned by state (as opposed to federal) review agencies to the award during the grant application process.,Extracted,Financial Assistance Identification Information
File D2 - Award and Awardee Attributes (Financial Assistance),TotalFundingAmount,The sum of the FederalActionObligation and the Non-Federal Funding Amount.,Derived,Obligation and Loan Dollar Values
File D2 - Award and Awardee Attributes (Financial Assistance),FederalActionObligation,"Amount of Federal government’s obligation, de-obligation, or liability for an award transaction.",Extracted,Obligation and Loan Dollar Values
File D2 - Award and Awardee Attributes (Financial Assistance),NonFederalFundingAmount,"The amount of the award funded by non-Federal source(s), in dollars. Program Income (as defined in 2 CFR § 200.80) is not included until such time that Program Income is generated and credited to the agreement.",Extracted,Obligation and Loan Dollar Values
File D2 - Award and Awardee Attributes (Financial Assistance),FaceValueOfDirectLoanOrLoanGuarantee,The face value of the direct loan or loan guarantee.,Extracted,Obligation and Loan Dollar Values
File D2 - Award and Awardee Attributes (Financial Assistance),OriginalLoanSubsidyCost,"The estimated long-term cost to the Government of a direct loan or loan guarantee, or modification thereof, calculated on a net present value basis, excluding administrative costs.",Extracted,Obligation and Loan Dollar Values
File D2 - Award and Awardee Attributes (Financial Assistance),ActionDate,The date the action being reported was issued / signed by the Government or a binding agreement was reached.,Extracted,Action and Period of Performance Dates
File D2 - Award and Awardee Attributes (Financial Assistance),PeriodOfPerformanceStartDate,"The date on which, for the award referred to by the action being reported, awardee effort begins or the award is otherwise effective.",Extracted,Action and Period of Performance Dates
File D2 - Award and Awardee Attributes (Financial Assistance),PeriodOfPerformanceCurrentEndDate,"The current date on which, for the award referred to by the action being reported, awardee effort completes or the award is otherwise ended. Administrative actions related to this award may continue to occur after this date. This date does not apply to procurement indefinite delivery vehicles under which definitive orders may be awarded.",Extracted,Action and Period of Performance Dates
File D2 - Award and Awardee Attributes (Financial Assistance),AwardingAgencyCode,A department or establishment of the Government as used in the Treasury Account Fund Symbol (TAFS).,Derived,Awarding/Funding Agency
File D2 - Award and Awardee Attributes (Financial Assistance),AwardingAgencyName,The name associated with a department or establishment of the Government as used in the Treasury Account Fund Symbol (TAFS).,Derived,Awarding/Funding Agency
File D2 - Award and Awardee Attributes (Financial Assistance),AwardingSubTierAgencyCode,"Identifier of the level 2 organization that awarded, executed or is otherwise responsible for the transaction.",Extracted,Awarding/Funding Agency
File D2 - Award and Awardee Attributes (Financial Assistance),AwardingSubTierAgencyName,"Name of the level 2 organization that awarded, executed or is otherwise responsible for the transaction.",Derived,Awarding/Funding Agency
File D2 - Award and Awardee Attributes (Financial Assistance),AwardingOfficeCode,"Identifier of the level n organization that awarded, executed or is otherwise responsible for the transaction.",Extracted,Awarding/Funding Agency
File D2 - Award and Awardee Attributes (Financial Assistance),AwardingOfficeName,"Name of the level n organization that awarded, executed or is otherwise responsible for the transaction.",Derived,Awarding/Funding Agency
File D2 - Award and Awardee Attributes (Financial Assistance),FundingAgencyCode,The 3-digit CGAC agency code of the department or establishment of the Government that provided the preponderance of the funds for an award and/or individual transactions related to an award.,Derived,Awarding/Funding Agency
File D2 - Award and Awardee Attributes (Financial Assistance),FundingAgencyName,Name of the department or establishment of the Government that provided the preponderance of the funds for an award and/or individual transactions related to an award.,Derived,Awarding/Funding Agency
File D2 - Award and Awardee Attributes (Financial Assistance),FundingSubTierAgencyCode,Identifier of the level 2 organization that provided the preponderance of the funds obligated by this transaction.,Extracted,Awarding/Funding Agency
File D2 - Award and Awardee Attributes (Financial Assistance),FundingSubTierAgencyName,Name of the level 2 organization that provided the preponderance of the funds obligated by this transaction.,Derived,Awarding/Funding Agency
File D2 - Award and Awardee Attributes (Financial Assistance),FundingOfficeCode,Identifier of the level n organization that provided the preponderance of the funds obligated by this transaction.,Extracted,Awarding/Funding Agency
File D2 - Award and Awardee Attributes (Financial Assistance),FundingOfficeName,Name of the level n organization that provided the preponderance of the funds obligated by this transaction.,Derived,Awarding/Funding Agency
File D2 - Award and Awardee Attributes (Financial Assistance),AwardeeOrRecipientUniqueIdentifier,The unique identification number for an awardee or recipient. Currently the identifier is the 9-digit number assigned by Dun and Bradstreet (D&B) referred to as the DUNS® number.,Extracted,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),AwardeeOrRecipientLegalEntityName,"The name of the awardee or recipient that relates to the unique identifier. For U.S. based companies, this name is what the business ordinarily files in formation documents with individual states (when required).",Extracted,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),UltimateParentUniqueIdentifier,The unique identification number for the ultimate parent of an awardee or recipient. Currently the identifier is the 9-digit number maintained by Dun & Bradstreet as the global parent DUNS® number.,Derived,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),UltimateParentLegalEntityName,The name of the ultimate parent of the awardee or recipient. Currently the name is from the global parent DUNS® number.,Derived,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityCountryCode,"Code for the country in which the awardee or recipient is located, using the International Standard for country codes (ISO) 3166-1 Alpha-3 GENC Profile, minus the codes listed for those territories and possessions of the United States already identified as “states.”",Extracted,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityCountryName,The name corresponding to the country code.,Derived,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityAddressLine1,First line of the awardee or recipient’s legal business address where the office represented by the Unique Entity Identifier (as registered in the System for Award Management) is located.,Extracted,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityAddressLine2,Second line of awardee or recipient’s legal business address.,Extracted,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityCityCode,Five position city code from the validation authoritative list,Derived,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityCityName,Name of the city in which the awardee or recipient’s legal business address is located.,Derived,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityStateCode,"United States Postal Service (USPS) two-letter abbreviation for the state or territory in which the awardee or recipient’s legal business address is located. Identify States, the District of Columbia, territories (i.e., American Samoa, Guam, Northern Mariana Islands, Puerto Rico, U.S. Virgin Islands) and associated states (i.e., Republic of the Marshall Islands, the Federated States of Micronesia, and Palau) by their USPS two-letter abbreviation for the purposes of reporting.",Derived,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityStateName,State where the awardee or recipient is located.,Derived,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityZIP5,USPS five digit zoning code associated with the awardee or recipient’s legal business address. This field must be blank for non-US addresses.,Extracted,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityZIPLast4,USPS four digit extension code associated with the awardee or recipient’s legal business address. This must be blank for non-US addresses,Extracted,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityCountyCode,Three-position numeric code for county from  InterNational Committee for Information Technology Standards (ANSI INCITS) county codes.,Derived,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityCountyName,Name of the county in which the awardee or recipient’s legal business address is located.,Derived,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityCongressionalDistrict,The congressional district in which the awardee or recipient is located. This is not a required data element for non-U.S. addresses.,Extracted,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityForeignCityName,For foreign recipients only: name of the city in which the awardee or recipient’s legal business address is located.,Extracted,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityForeignProvinceName,For foreign recipients only: name of the state or province in which the awardee or recipient’s legal business address is located.,Extracted,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),LegalEntityForeignPostalCode,For foreign recipients only: foreign postal code in which the awardee or recipient's legal business address is located.,Extracted,Recipient (DUNS and Address Information)
File D2 - Award and Awardee Attributes (Financial Assistance),PrimaryPlaceOfPerformanceCode,A numeric code indicating where the predominant performance of the award will be accomplished,Extracted,Place of Performance
File D2 - Award and Awardee Attributes (Financial Assistance),PrimaryPlaceOfPerformanceCityName,The name of the city where the predominant performance of the award will be accomplished,Derived,Place of Performance
File D2 - Award and Awardee Attributes (Financial Assistance),PrimaryPlaceOfPerformanceCountyCode,Three-position numeric code for county from InterNational Committee for Information Technology Standards (ANSI INCITS) county codes.,Derived,Place of Performance
File D2 - Award and Awardee Attributes (Financial Assistance),PrimaryPlaceOfPerformanceCountyName,The name of the county where the predominant performance of the award will be accomplished.,Derived,Place of Performance
File D2 - Award and Awardee Attributes (Financial Assistance),PrimaryPlaceOfPerformanceStateName,The name of the state or territory where the predominant performance of the award will be accomplished.,Derived,Place of Performance
File D2 - Award and Awardee Attributes (Financial Assistance),PrimaryPlaceOfPerformanceZIP+4,"United States ZIP code (five digits) concatenated with the additional +4 digits, identifying where the predominant performance of the award will be accomplished.",Extracted,Place of Performance
File D2 - Award and Awardee Attributes (Financial Assistance),PrimaryPlaceOfPerformanceCongressionalDistrict,U.S. Congressional district where the predominant performance of the award will be accomplished.,Extracted,Place of Performance
File D2 - Award and Awardee Attributes (Financial Assistance),PrimaryPlaceOfPerformanceCountryCode,Country code where the predominant performance of the award will be accomplished.,Extracted,Place of Performance
File D2 - Award and Awardee Attributes (Financial Assistance),PrimaryPlaceOfPerformanceCountryName,Name of the country represented by the country code where the predominant performance of the award will be accomplished.,Derived,Place of Performance
File D2 - Award and Awardee Attributes (Financial Assistance),PrimaryPlaceOfPerformanceForeignLocationDescription,"For foreign places of performance: identify where the predominant performance of the award will be accomplished, describing it as specifically as possible.",Extracted,Place of Performance
File D2 - Award and Awardee Attributes (Financial Assistance),CFDA_Number,The number assigned to a Federal area of work in the Catalog of Federal Domestic Assistance (CFDA).,Extracted,Key Financial Assistance Information
File D2 - Award and Awardee Attributes (Financial Assistance),CFDA_Title,The title of the area of work under which the Federal award was funded in the Catalog of Federal Domestic Assistance (CFDA).,Derived,Key Financial Assistance Information
File D2 - Award and Awardee Attributes (Financial Assistance),AssistanceType,The type of assistance provided by the award. ,Extracted,Key Financial Assistance Information
File D2 - Award and Awardee Attributes (Financial Assistance),AssistanceTypeDescriptionTag,Description tag (by way of the DATA Act Broker) that explains the meaning of the code provided in the AssistanceType Field,Derived,Key Financial Assistance Information
File D2 - Award and Awardee Attributes (Financial Assistance),AwardDescription,A brief description of the purpose of the award.,Extracted,Key Financial Assistance Information
File D2 - Award and Awardee Attributes (Financial Assistance),BusinessFundsIndicator,The Business Funds Indicator sometimes abbreviated BFI. Code indicating the award's applicability to the Recovery Act.,Extracted,Additional Financial Assistance Information
File D2 - Award and Awardee Attributes (Financial Assistance),BusinessFundsIndicatorDescriptionTag,Description tag (by way of the DATA Act Broker) that explains the meaning of the code provided in the BusinessFundsIndicator Field,Derived,Additional Financial Assistance Information
File D2 - Award and Awardee Attributes (Financial Assistance),BusinessTypes,A collection of indicators of different types of recipients based on socio-economic status and organization / business areas.,Extracted,Recipient (Business Types)
File D2 - Award and Awardee Attributes (Financial Assistance),BusinessTypesDescriptionTag,Description tag (by way of the DATA Act Broker) that explains the meaning of the code provided in the BusinessType Field,Derived,Recipient (Business Types)
File D2 - Award and Awardee Attributes (Financial Assistance),CorrectionDeleteIndicator,A code to indicate how the record should be processed: correction to an existing record; deletion of a record; new record.,Extracted,Transaction Information
File D2 - Award and Awardee Attributes (Financial Assistance),CorrectionDeleteIndicatorDescriptionTag,Description tag (by way of the DATA Act Broker) that explains the meaning of the code provided in the CorrectionLateDeleteIndicator Field,Derived,Transaction Information
File D2 - Award and Awardee Attributes (Financial Assistance),ActionType,Description (and corresponding code) that provides information on any changes made to the Federal prime award. There are typically multiple actions for each award.,Extracted,Transaction Information
File D2 - Award and Awardee Attributes (Financial Assistance),ActionTypeDescriptionTag,Description tag (by way of the DATA Act Broker) that explains the meaning of the code provided in the ActionType Field,Derived,Transaction Information
File D2 - Award and Awardee Attributes (Financial Assistance),RecordType,"Code indicating whether an action is an aggregate record, a non-aggregate record, or a non-aggregate record to an individual recipient (PII-Redacted).",Extracted,Transaction Information
File D2 - Award and Awardee Attributes (Financial Assistance),RecordTypeDescriptionTag,Description tag (by way of the DATA Act Broker) that explains the meaning of the code provided in the RecordType Field,Derived,Transaction Information
File D2 - Award and Awardee Attributes (Financial Assistance),LastModifiedDate,The last modified date captures the change date.,Derived,Transaction Information
File E - Additional Awardee Attributes,AwardeeOrRecipientUniqueIdentifier,The unique identification number for an awardee or recipient. Currently the identifier is the 9-digit number assigned by Dun and Bradstreet (D&B) referred to as the DUNS® number.,Extracted,Awardee (DUNS and Address Information)
File E - Additional Awardee Attributes,AwardeeOrRecipientLegalEntityName,"The name of the awardee or recipient that relates to the unique identifier. For U.S. based companies, this name is what the business ordinarily files in formation documents with individual states (when required).",Extracted,Awardee (DUNS and Address Information)
File E - Additional Awardee Attributes,UltimateParentUniqueIdentifier,The unique identification number for the ultimate parent of an awardee or recipient. Currently the identifier is the 9-digit number maintained by Dun & Bradstreet as the global parent DUNS® number.,Extracted,Awardee (DUNS and Address Information)
File E - Additional Awardee Attributes,UltimateParentLegalEntityName,The name of the ultimate parent of the awardee or recipient. Currently the name is from the global parent DUNS® number.,Extracted,Awardee (DUNS and Address Information)
File E - Additional Awardee Attributes,HighCompOfficer1FirstName,"The first name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer1MiddleInitial,"The middle initial of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer1LastName,"The last name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer1FullName,"The name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer1Amount,"The cash and noncash dollar value earned by the one of the five most highly compensated “Executives” during the awardee's preceding fiscal year and includes the following (for more information see 17 CFR 229.402c2): salary and bonuses, awards of stock, stock options, and stock appreciation rights, earnings for services under non-equity incentive plans, change in pension value, above-market earnings on deferred compensation which is not tax qualified, and other compensation.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer2FirstName,"The first name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer2MiddleInitial,"The middle initial of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer2LastName,"The last name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer2FullName,"The name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer2Amount,"The cash and noncash dollar value earned by the one of the five most highly compensated “Executives” during the awardee's preceding fiscal year and includes the following (for more information see 17 CFR 229.402c2): salary and bonuses, awards of stock, stock options, and stock appreciation rights, earnings for services under non-equity incentive plans, change in pension value, above-market earnings on deferred compensation which is not tax qualified, and other compensation.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer3FirstName,"The first name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer3MiddleInitial,"The middle initial of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer3LastName,"The last name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer3FullName,"The name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer3Amount,"The cash and noncash dollar value earned by the one of the five most highly compensated “Executives” during the awardee's preceding fiscal year and includes the following (for more information see 17 CFR 229.402c2): salary and bonuses, awards of stock, stock options, and stock appreciation rights, earnings for services under non-equity incentive plans, change in pension value, above-market earnings on deferred compensation which is not tax qualified, and other compensation.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer4FirstName,"The first name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer4MiddleInitial,"The middle initial of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer4LastName,"The last name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer4FullName,"The name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer4Amount,"The cash and noncash dollar value earned by the one of the five most highly compensated “Executives” during the awardee's preceding fiscal year and includes the following (for more information see 17 CFR 229.402c2): salary and bonuses, awards of stock, stock options, and stock appreciation rights, earnings for services under non-equity incentive plans, change in pension value, above-market earnings on deferred compensation which is not tax qualified, and other compensation.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer5FirstName,"The first name of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
File E - Additional Awardee Attributes,HighCompOfficer5MiddleInitial,"The middle initial of an individual identified as one of the five most highly compensated ""Executives."" ""Executive"" means officers, managing partners, or any other employees in management positions.",Extracted,Awardee (Executive Compensation Information)
